codigo_producto,iid_clasificacion,iid_subclasificacion,iid_nombre,iid_caracteristica,iid_marca,modelo,unidad_compra,unidad_consumo,stock,cantidad_minima,fecha_creacion,fecha_ultimo_movimiento,estado,es_de_conteo
01.001.0366,,1,435,1578,1,,1,1,,1.00,2012-09-18 11:03:00,,1,0
01.002.0132,,2,333,1579,23,,1,1,,1.00,2012-10-04 12:45:00,,1,0
01.002.0133,,2,333,1580,23,,1,1,,1.00,2012-10-04 12:45:00,,1,0
01.006.0059,,6,351,1581,229,,1,1,,1.00,2012-10-05 16:26:00,,1,0
01.001.0367,,1,436,526,40,,1,1,,2.00,2012-10-17 09:42:00,,1,0
06.001.0019,,1,175,1582,311,,15,15,,1.00,2012-10-31 09:24:00,,1,0
06.001.0020,,1,437,1583,312,,1,1,,1.00,2012-10-31 09:25:00,,1,0
06.001.0021,,1,298,1584,313,,15,15,,1.00,2012-11-07 10:20:00,,1,0
03.001.0156,,1,438,1586,40,,20,20,,1.00,2012-11-21 10:09:00,,1,0
03.001.0157,,1,439,1586,40,,20,20,,1.00,2012-11-21 10:09:00,,1,0
01.006.0060,,6,440,1587,279,,1,1,,1.00,2012-12-04 11:08:00,,1,0
01.006.0061,,6,441,1588,279,,1,1,,1.00,2012-12-04 11:08:00,,1,0
01.006.0062,,6,443,1590,279,,1,1,,1.00,2012-12-04 11:11:00,,0,0
01.006.0063,,6,444,1589,279,,1,1,,1.00,2012-12-04 11:11:00,,0,0
01.006.0064,,6,445,938,354,,1,1,,1.00,2012-12-04 11:14:00,,0,0
01.006.0065,,6,442,1592,279,,1,1,,1.00,2012-12-04 11:16:00,,0,0
06.001.0022,,1,446,1593,315,,1,1,,1.00,2012-12-10 10:32:00,,1,0
02.001.0117,,1,447,1594,40,,1,1,,1.00,2013-01-07 09:34:00,,1,0
01.006.0066,,6,448,1595,279,,1,1,,1.00,2013-01-07 11:06:00,,1,0
01.006.0067,,6,449,1596,279,,1,1,,1.00,2013-01-07 11:06:00,,1,0
01.006.0068,,6,450,1597,279,,1,1,,1.00,2013-01-07 11:06:00,,1,0
01.006.0069,,6,451,1598,279,,1,1,,1.00,2013-01-07 11:07:00,,1,0
01.006.0070,,6,452,1599,279,,1,1,,1.00,2013-01-07 11:13:00,,1,0
01.006.0071,,6,453,1600,279,,1,1,,1.00,2013-01-07 11:14:00,,1,0
01.006.0072,,6,454,1601,279,,1,1,,1.00,2013-01-07 11:14:00,,1,0
01.006.0073,,6,455,1602,279,,1,1,,1.00,2013-01-07 11:15:00,,1,0
01.006.0074,,6,456,1603,279,,1,1,,1.00,2013-01-07 11:15:00,,1,0
03.001.0158,,1,43,1604,50,,1,1,,1.00,2013-01-11 10:09:00,,1,0
03.001.0159,,1,43,1605,50,,1,1,,1.00,2013-01-11 10:09:00,,1,0
01.005.0469,,5,87,1606,304,,1,1,,5.00,2013-01-23 11:32:00,,1,0
01.005.0470,,5,87,1607,304,,1,1,,5.00,2013-01-23 11:33:00,,1,0
03.001.0160,,1,187,262,52,,10,10,,1.00,2013-02-08 09:09:00,,1,0
02.001.0118,,1,213,1608,40,,1,1,,2.00,2013-02-08 09:26:00,,1,0
03.001.0161,,1,54,1609,40,,1,1,,1.00,2013-02-08 09:30:00,,1,0
01.002.0134,,2,161,1610,23,,1,1,,1.00,2013-02-08 12:10:00,,1,0
01.003.0336,,3,45,1611,1,,10,10,,1.00,2013-03-07 10:27:00,,1,1
01.005.0471,,5,10,310,316,,1,1,,5.00,2013-03-07 10:53:00,,1,0
01.005.0472,,5,97,1612,317,,1,1,,1.00,2013-03-11 10:15:00,,1,1
05.001.0050,,1,83,1613,318,,1,1,,1.00,2013-03-11 12:02:00,,1,0
06.001.0023,,1,298,1615,216,,1,1,,1.00,2013-03-12 12:45:00,,1,0
01.006.0075,,6,313,1616,279,,1,1,,1.00,2013-03-26 12:03:00,,1,0
01.006.0076,,6,313,1617,279,,1,1,,1.00,2013-03-26 12:04:00,,1,0
01.006.0077,,6,313,1618,319,,1,1,,1.00,2013-03-26 12:04:00,,1,0
02.001.0119,,1,108,1619,320,,15,15,,1.00,2013-04-01 10:16:00,,1,0
02.001.0120,,1,108,1620,205,,15,15,,1.00,2013-04-01 10:17:00,,1,0
05.001.0051,,1,457,1621,40,,1,1,,1.00,2013-04-01 11:35:00,,1,0
05.001.0052,,1,458,1622,40,,1,1,,1.00,2013-04-01 11:36:00,,1,0
01.005.0473,,5,87,1623,304,,1,1,,5.00,2013-04-05 09:41:00,,1,0
01.005.0474,,5,307,1624,56,,1,1,,1.00,2013-04-10 09:31:00,,1,0
01.005.0475,,5,212,1625,321,,1,1,,5.00,2013-04-10 12:10:00,,1,0
01.003.0337,,3,247,1626,322,,15,15,,1.00,2013-04-17 11:43:00,,1,0
01.005.0476,,5,459,1628,118,,1,1,,20.00,2013-05-07 11:18:00,,1,0
01.005.0477,,5,10,1629,95,,1,1,,10.00,2013-05-07 11:43:00,,1,0
03.001.0162,,1,309,1630,31,,1,1,,1.00,2013-05-07 12:33:00,,1,0
03.001.0163,,1,309,1631,31,,1,1,,1.00,2013-05-07 12:33:00,,1,0
03.001.0164,,1,309,1632,31,,1,1,,1.00,2013-05-07 12:34:00,,1,0
03.001.0165,,1,309,1633,31,,1,1,,1.00,2013-05-07 12:34:00,,1,0
01.005.0478,,5,85,1635,23,,1,1,,1.00,2013-05-09 10:01:00,,1,0
01.005.0479,,5,85,1636,23,,1,1,,1.00,2013-05-09 10:01:00,,1,0
01.005.0480,,5,85,1637,23,,1,1,,1.00,2013-05-09 10:01:00,,1,0
01.005.0481,,5,85,1638,34,,1,1,,1.00,2013-05-09 10:02:00,,1,0
01.005.0482,,5,85,1639,34,,1,1,,1.00,2013-05-09 10:02:00,,1,0
01.001.0368,,1,44,1640,40,,16,16,,1.00,2013-05-22 10:07:00,,1,0
01.001.0369,,1,112,1641,40,,1,1,,1.00,2013-05-22 10:07:00,,1,0
01.005.0483,,5,10,309,316,,1,1,,2.00,2013-06-03 11:54:00,,1,0
01.002.0135,,2,333,1642,23,,1,1,,2.00,2013-06-03 12:11:00,,1,0
01.005.0484,,5,85,430,34,,1,1,,2.00,2013-06-03 12:37:00,,1,0
01.005.0485,,5,85,431,34,,1,1,,2.00,2013-06-03 12:38:00,,1,0
01.005.0486,,5,85,512,34,,1,1,,2.00,2013-06-03 12:38:00,,1,0
01.005.0487,,5,85,518,34,,1,1,,2.00,2013-06-03 12:39:00,,1,0
01.005.0488,,5,85,514,34,,1,1,,2.00,2013-06-03 12:40:00,,1,0
01.003.0338,,3,32,1643,1,,1,1,,1.00,2013-06-04 10:55:00,,1,0
02.001.0121,,1,212,1644,40,,11,11,,1.00,2013-06-13 16:36:00,,1,0
03.001.0166,,1,187,1645,323,,10,10,,1.00,2013-06-24 08:49:00,,1,0
05.002.0013,,2,460,1646,40,,1,1,,1.00,2013-06-27 12:14:00,,1,0
01.006.0078,,6,462,1647,279,,1,1,,1.00,2013-06-28 12:21:00,,0,0
01.006.0079,,6,462,1648,279,,1,1,,1.00,2013-06-28 12:21:00,,0,0
01.006.0080,,6,462,1649,279,,1,1,,1.00,2013-06-28 12:21:00,,0,0
01.006.0081,,6,462,1650,279,,1,1,,1.00,2013-06-28 12:21:00,,0,0
05.001.0053,,1,461,1651,279,,1,1,,1.00,2013-06-28 12:22:00,,1,0
01.003.0339,,3,133,1652,116,,1,1,,1.00,2013-07-01 12:34:00,,1,0
02.001.0122,,1,117,1655,239,,11,11,,2.00,2013-07-05 09:58:00,,1,0
05.002.0014,,2,463,1656,325,,1,1,,1.00,2013-07-05 12:41:00,,1,0
05.002.0015,,2,464,1657,324,,1,1,,1.00,2013-07-05 12:41:00,,1,0
03.001.0167,,1,309,1653,31,,1,1,,1.00,2013-07-08 09:15:00,,1,0
03.001.0168,,1,180,1654,40,,1,1,,2.00,2013-07-09 09:38:00,,1,0
03.001.0169,,1,180,1658,40,,20,20,,2.00,2013-07-09 09:38:00,,1,0
01.002.0136,,2,161,24,326,,1,1,,2.00,2013-07-15 10:33:00,,1,0
05.001.0054,,1,197,1659,40,,1,1,,1.00,2013-07-15 12:34:00,,1,0
01.001.0370,,1,415,1660,1,,10,10,,1.00,2013-07-23 11:36:00,,1,0
01.001.0371,,1,465,1661,1,,1,1,,1.00,2013-07-24 11:59:00,,1,0
01.001.0372,,1,465,1662,1,,1,1,,1.00,2013-07-24 11:59:00,,1,0
01.001.0373,,1,465,1663,1,,1,1,,1.00,2013-07-24 12:00:00,,1,0
01.001.0374,,1,465,1664,1,,1,1,,1.00,2013-07-24 12:00:00,,1,0
01.001.0375,,1,465,1665,1,,1,1,,1.00,2013-07-24 12:01:00,,1,0
01.001.0376,,1,465,1666,1,,1,1,,1.00,2013-07-24 12:01:00,,1,0
01.001.0377,,1,465,1667,1,,1,1,,1.00,2013-07-24 12:01:00,,1,0
01.001.0378,,1,465,1668,1,,1,1,,1.00,2013-07-24 12:01:00,,1,0
01.001.0379,,1,465,1669,1,,1,1,,1.00,2013-07-24 12:02:00,,1,0
01.001.0380,,1,465,1670,1,,1,1,,1.00,2013-07-24 12:02:00,,1,0
01.001.0381,,1,465,1671,1,,1,1,,1.00,2013-07-24 12:02:00,,1,0
01.001.0382,,1,465,1672,1,,1,1,,1.00,2013-07-24 12:02:00,,1,0
01.001.0383,,1,465,1673,1,,1,1,,1.00,2013-07-24 12:02:00,,1,0
01.001.0384,,1,465,1674,1,,1,1,,1.00,2013-07-24 12:04:00,,1,0
01.001.0385,,1,465,1675,1,,1,1,,1.00,2013-07-24 12:04:00,,1,0
01.001.0386,,1,465,1676,1,,1,1,,1.00,2013-07-24 12:04:00,,1,0
01.001.0387,,1,465,1677,1,,1,1,,1.00,2013-07-24 12:04:00,,1,0
01.001.0388,,1,465,1678,1,,1,1,,1.00,2013-07-24 12:05:00,,1,0
01.001.0389,,1,465,1679,1,,1,1,,1.00,2013-07-24 12:05:00,,1,0
01.001.0390,,1,465,1680,1,,1,1,,1.00,2013-07-24 12:05:00,,1,0
01.003.0340,,3,72,1627,40,,1,1,,1.00,2013-08-08 08:50:00,,1,0
01.005.0489,,5,24,1614,116,,1,1,,1.00,2013-08-08 08:53:00,,1,0
01.002.0137,,2,223,1681,23,,1,1,,1.00,2013-08-09 09:57:00,,1,0
01.005.0490,,5,466,1683,224,,15,15,,1.00,2013-08-14 09:29:00,,1,0
01.006.0082,,6,351,1684,229,,1,1,,1.00,2013-08-27 12:03:00,,1,0
01.002.0138,,2,467,1685,40,,1,1,,5.00,2013-09-04 12:43:00,,1,0
01.002.0139,,2,161,1686,328,,1,1,,2.00,2013-09-11 12:21:00,,1,0
04.003.0014,,3,240,1687,40,,1,1,,1.00,2013-09-16 11:53:00,,1,0
04.003.0015,,3,240,1688,40,,1,1,,1.00,2013-09-16 11:53:00,,1,0
01.001.0391,,1,96,1689,298,,1,1,,1.00,2013-09-19 09:03:00,,1,0
01.001.0392,,1,96,1690,298,,1,1,,1.00,2013-09-19 09:03:00,,1,0
03.001.0170,,1,211,1691,40,,20,20,,1.00,2013-09-19 09:36:00,,1,0
03.001.0171,,1,211,1692,40,,20,20,,1.00,2013-09-19 09:36:00,,1,0
01.001.0393,,1,468,1693,298,,1,1,,1.00,2013-09-23 12:00:00,,1,0
01.001.0394,,1,468,1694,298,,1,1,,1.00,2013-09-25 09:16:00,,1,0
01.002.0140,,2,333,1695,305,,1,1,,1.00,2013-10-09 10:12:00,,1,0
01.002.0141,,2,333,1696,305,,1,1,,1.00,2013-10-09 10:13:00,,1,0
01.002.0142,,2,60,1697,305,,10,10,,1.00,2013-10-09 10:14:00,,1,0
01.002.0143,,2,469,1698,30,,15,15,,1.00,2013-10-09 10:15:00,,0,1
01.005.0491,,5,76,1699,46,,1,1,,3.00,2013-10-25 09:55:00,,1,0
01.003.0341,,3,120,91,329,,1,1,,1.00,2013-11-06 12:09:00,,1,0
03.001.0172,,1,52,313,330,,1,1,,1.00,2013-11-08 11:53:00,,1,0
02.001.0123,,1,58,1700,331,,13,13,,2.00,2013-11-13 09:22:00,,1,0
01.006.0083,,6,470,1701,332,,1,1,,1.00,2013-11-19 09:12:00,,1,0
01.006.0084,,6,471,1702,332,,1,1,,1.00,2013-11-19 09:12:00,,1,0
01.006.0085,,6,351,1703,229,,1,1,,1.00,2013-11-27 09:39:00,,1,0
01.006.0086,,6,470,1704,333,,1,1,,1.00,2013-12-04 12:02:00,,1,0
01.006.0087,,6,471,1705,333,,1,1,,1.00,2013-12-04 12:02:00,,1,0
01.003.0342,,3,72,1706,15,,1,1,,5.00,2013-12-06 11:27:00,,1,0
02.001.0124,,1,50,1707,86,,1,1,,1.00,2013-12-09 09:30:00,,1,0
01.002.0144,,2,107,1708,23,,1,1,,1.00,2014-01-20 11:29:00,,1,0
01.002.0145,,2,107,1709,23,,1,1,,1.00,2014-01-20 11:31:00,,1,0
03.001.0173,,1,158,1710,334,,13,13,,2.00,2014-01-24 10:35:00,,1,0
03.001.0174,,1,309,1711,31,,1,1,,1.00,2014-01-24 10:39:00,,1,0
03.001.0175,,1,309,1712,296,,1,1,,1.00,2014-01-24 10:42:00,,1,0
01.002.0146,,2,107,4,23,,1,1,,2.00,2014-01-27 10:39:00,,1,0
01.002.0147,,2,107,10,23,,1,1,,3.00,2014-01-27 10:40:00,,1,0
01.002.0148,,2,107,11,23,,1,1,,3.00,2014-01-27 10:40:00,,1,0
01.006.0088,,6,470,1713,354,,1,1,,1.00,2014-01-27 11:52:00,,1,0
01.006.0089,,6,360,1714,319,,1,1,,1.00,2014-01-27 12:43:00,,1,0
01.006.0090,,6,470,1715,332,,1,1,,1.00,2014-02-03 10:39:00,,1,0
01.006.0091,,6,472,1716,332,,1,1,,1.00,2014-02-03 10:42:00,,1,0
01.001.0395,,1,40,1122,40,,1,1,,1.00,2014-02-18 12:28:00,,0,1
01.005.0492,,5,87,1717,154,,1,1,,10.00,2014-02-18 12:30:00,,1,0
01.001.0396,,1,130,435,106,,1,1,,2.00,2014-02-19 10:51:00,,1,0
01.001.0397,,1,112,1144,40,,1,1,,2.00,2014-02-24 10:41:00,,1,0
01.003.0343,,3,473,1718,116,,1,1,,1.00,2014-02-24 10:59:00,,1,0
01.002.0149,,2,60,1719,305,,1,1,,10.00,2014-02-24 11:27:00,,1,0
01.002.0150,,2,60,1720,305,,1,1,,10.00,2014-02-24 11:27:00,,1,0
01.002.0151,,2,60,1721,305,,1,1,,10.00,2014-02-24 11:28:00,,1,0
01.005.0493,,5,474,1726,40,,15,15,,1.00,2014-02-28 11:49:00,,1,1
02.001.0125,,1,475,1727,336,,11,11,,1.00,2014-03-12 16:19:00,,1,0
02.001.0126,,1,476,1728,40,,1,1,,1.00,2014-03-12 16:32:00,,1,0
03.001.0176,,1,372,435,11,,1,1,,1.00,2014-03-12 16:53:00,,1,0
03.001.0177,,1,134,1729,40,,11,11,,1.00,2014-03-12 16:58:00,,1,0
01.001.0398,,1,130,435,65,,1,1,,4.00,2014-03-21 17:26:00,,1,0
01.001.0399,,1,6,1730,1,,1,1,,1.00,2014-03-26 10:16:00,,1,0
01.006.0092,,6,477,1731,332,,1,1,,1.00,2014-03-26 10:35:00,,1,0
01.006.0093,,6,470,1722,333,,1,1,,1.00,2014-03-26 10:48:00,,1,0
01.001.0400,,1,112,407,40,,1,1,,5.00,2014-03-31 10:58:00,,1,0
01.002.0152,,2,333,1723,305,,1,1,,1.00,2014-03-31 11:37:00,,1,0
01.002.0153,,2,333,1724,305,,1,1,,2.00,2014-03-31 11:37:00,,1,0
01.003.0344,,3,35,1725,40,,15,15,,1.00,2014-04-01 10:42:00,,1,0
03.001.0178,,1,51,407,97,,1,1,,1.00,2014-04-08 10:53:00,,1,0
01.005.0494,,5,478,1732,337,,1,1,,1.00,2014-04-08 11:11:00,,1,0
01.005.0495,,5,478,1733,337,,1,1,,1.00,2014-04-08 11:12:00,,1,0
03.001.0179,,1,339,1734,40,,20,20,,1.00,2014-04-08 11:33:00,,1,0
03.001.0180,,1,100,1735,40,,20,20,,1.00,2014-04-08 11:34:00,,1,0
03.001.0181,,1,100,1736,40,,20,20,,1.00,2014-04-08 11:34:00,,1,0
01.003.0345,,3,5,605,338,,1,1,,1.00,2014-04-09 12:08:00,,1,0
01.001.0401,,1,50,56,224,,1,1,,5.00,2014-04-10 11:11:00,,1,0
01.001.0402,,1,139,1737,109,,1,1,,1.00,2014-04-11 09:16:00,,1,0
03.001.0182,,1,233,1738,40,,11,11,,2.00,2014-04-21 09:50:00,,1,0
03.001.0183,,1,233,1739,40,,11,11,,2.00,2014-04-21 09:54:00,,1,0
03.001.0184,,1,233,1740,40,,11,11,,2.00,2014-04-21 09:54:00,,1,0
03.001.0185,,1,233,1741,40,,11,11,,2.00,2014-04-21 09:55:00,,1,0
03.001.0186,,1,157,1742,215,,11,11,,1.00,2014-05-07 09:11:00,,1,0
01.003.0346,,3,19,1743,74,,1,1,,10.00,2014-05-07 12:06:00,,1,0
01.005.0496,,5,110,1126,339,,1,1,,1.00,2014-05-08 10:33:00,,1,0
01.006.0094,,6,360,1744,319,,1,1,,1.00,2014-05-09 12:52:00,,1,0
01.006.0095,,6,360,1745,319,,1,1,,1.00,2014-05-09 12:52:00,,1,0
01.005.0497,,5,313,1746,229,,1,1,,1.00,2014-05-09 12:59:00,,1,0
01.006.0096,,6,313,1746,229,,1,1,,1.00,2014-05-09 13:00:00,,1,0
01.006.0097,,6,360,1747,229,,1,1,,1.00,2014-05-16 10:43:00,,1,0
01.003.0347,,3,145,1748,5,,1,1,,1.00,2014-05-19 09:34:00,,1,1
01.006.0098,,6,313,1749,299,,1,1,,2.00,2014-05-30 11:34:00,,1,0
01.003.0348,,3,8,1750,40,,1,1,,2.00,2014-06-06 09:32:00,,1,0
02.001.0127,,1,178,1751,239,,19,19,,1.00,2014-06-06 10:30:00,,1,0
01.002.0154,,2,224,1752,23,,1,1,,2.00,2014-06-09 09:15:00,,1,0
01.002.0155,,2,224,1753,23,,1,1,,2.00,2014-06-09 09:16:00,,1,0
01.002.0156,,2,107,1754,23,,1,1,,2.00,2014-06-09 09:16:00,,1,0
01.002.0157,,2,333,1755,23,,1,1,,2.00,2014-06-09 09:17:00,,1,0
02.001.0128,,1,48,1756,340,,1,1,,1.00,2014-06-09 10:19:00,,1,0
02.001.0129,,1,94,1757,146,,1,1,,1.00,2014-06-09 10:20:00,,1,0
03.001.0187,,1,309,1758,296,,1,1,,1.00,2014-06-11 10:47:00,,1,0
03.001.0188,,1,479,1759,209,,1,1,,1.00,2014-06-11 11:00:00,,1,0
01.002.0158,,2,59,1760,305,,1,1,,180.00,2014-06-16 09:48:00,,1,0
01.003.0349,,3,480,1761,66,,16,16,,1.00,2014-06-16 09:51:00,,1,0
01.003.0350,,3,481,1762,40,,1,1,,1.00,2014-06-16 09:51:00,,1,0
01.003.0351,,3,288,1763,1,,1,1,,1.00,2014-07-08 11:44:00,,1,0
05.001.0055,,1,482,1764,282,,1,1,,1.00,2014-07-14 11:07:00,,1,0
05.001.0056,,1,483,1765,282,,1,1,,1.00,2014-07-14 11:08:00,,1,0
05.001.0057,,1,319,1766,282,,1,1,,1.00,2014-07-14 11:15:00,,1,0
01.005.0498,,5,94,2134,395,,1,1,,200.00,2014-07-28 10:40:00,,1,0
01.006.0099,,6,484,1767,319,,1,1,,1.00,2014-08-01 10:06:00,,1,0
01.006.0100,,6,485,1705,279,,1,1,,1.00,2014-08-06 12:09:00,,1,0
01.005.0499,,5,87,1768,123,,1,1,,400.00,2014-08-28 10:19:00,,1,0
01.002.0159,,2,59,285,305,,1,1,,180.00,2014-09-05 11:13:00,,1,0
01.002.0160,,2,59,284,305,,1,1,,180.00,2014-09-05 11:14:00,,1,0
01.005.0500,,5,94,261,342,,1,1,,100.00,2014-09-05 11:30:00,,1,0
01.005.0501,,5,94,260,342,,1,1,,100.00,2014-09-05 11:31:00,,1,0
01.003.0352,,3,139,1769,343,,1,1,,1.00,2014-09-24 12:55:00,,0,1
05.001.0058,,1,83,1770,344,,1,1,,1.00,2014-10-07 11:00:00,,1,0
01.005.0502,,5,317,1771,149,,1,1,,1.00,2014-10-08 10:09:00,,1,0
01.005.0503,,5,94,259,342,,1,1,,100.00,2014-10-09 11:06:00,,1,0
01.006.0101,,6,351,1772,299,,1,1,,1.00,2014-10-09 11:24:00,,1,0
05.001.0059,,1,381,1773,282,,1,1,,1.00,2014-10-20 10:53:00,,1,0
01.002.0161,,2,60,412,305,,1,1,,120.00,2014-11-05 09:50:00,,1,0
01.002.0162,,2,60,413,305,,1,1,,120.00,2014-11-05 09:50:00,,1,0
01.005.0504,,5,171,1235,56,,1,1,,5.00,2014-11-05 11:16:00,,1,0
01.005.0505,,5,171,2135,368,,1,1,,2.00,2014-11-05 11:17:00,,1,0
01.003.0353,,3,6,1777,176,,1,1,,1.00,2014-11-06 09:58:00,,0,1
03.001.0189,,1,308,1778,345,,11,11,,1.00,2014-11-07 09:27:00,,1,0
01.005.0506,,5,81,1779,30,,1,1,,1.00,2014-11-12 10:02:00,,1,1
03.001.0190,,1,479,2299,95,,1,1,,1.00,2014-11-17 09:54:00,,1,0
03.001.0191,,1,43,1780,50,,1,1,,1.00,2014-11-17 09:54:00,,1,0
01.005.0507,,5,97,1783,122,,1,1,,1.00,2014-12-10 09:30:00,,1,1
02.001.0130,,1,108,1782,107,,1,1,,1.00,2014-12-10 09:31:00,,1,0
02.001.0131,,1,487,1784,40,,1,1,,1.00,2014-12-10 09:38:00,,1,0
01.006.0102,,6,351,1786,319,,1,1,,1.00,2014-12-29 11:58:00,,1,0
01.005.0508,,5,488,1787,109,,1,1,,1.00,2015-01-10 11:36:00,,1,1
04.003.0016,,3,240,1774,40,,1,1,,1.00,2015-01-12 12:16:00,,1,0
04.003.0017,,3,240,1775,40,,1,1,,1.00,2015-01-12 12:16:00,,1,0
01.006.0103,,6,360,1788,299,,1,1,,1.00,2015-01-19 09:37:00,,1,0
01.001.0403,,1,130,338,260,,1,1,,4.00,2015-02-02 12:01:00,,1,0
02.001.0132,,1,28,1790,42,,1,1,,1.00,2015-02-02 12:29:00,,1,0
02.001.0133,,1,28,1789,42,,1,1,,1.00,2015-02-02 12:30:00,,1,0
02.001.0134,,1,28,1785,40,,1,1,,1.00,2015-02-02 12:30:00,,1,0
03.001.0192,,1,253,1791,346,,1,1,,2.00,2015-02-03 12:29:00,,1,0
02.001.0135,,1,102,1792,290,,1,1,,1.00,2015-02-03 12:30:00,,1,0
02.001.0136,,1,102,1793,290,,1,1,,1.00,2015-02-03 12:30:00,,1,0
01.006.0104,,6,490,1794,229,,1,1,,1.00,2015-02-04 10:14:00,,1,0
03.001.0193,,1,243,1796,184,,1,1,,1.00,2015-02-13 12:36:00,,1,0
05.002.0016,,2,491,1795,347,,1,1,,1.00,2015-02-13 12:38:00,,1,0
01.006.0105,,6,129,1798,299,,1,1,,1.00,2015-02-27 11:16:00,,1,0
01.005.0509,,5,85,1799,348,,1,1,,4.00,2015-03-02 12:01:00,,1,0
01.005.0510,,5,85,1800,348,,1,1,,4.00,2015-03-02 12:02:00,,1,0
01.005.0511,,5,85,1801,348,,1,1,,4.00,2015-03-02 12:02:00,,1,0
01.005.0512,,5,85,1802,348,,1,1,,4.00,2015-03-02 12:02:00,,1,0
01.001.0404,,1,105,1803,7,,1,1,,120.00,2015-03-02 12:45:00,,1,0
01.005.0513,,5,85,1797,348,,1,1,,4.00,2015-03-03 11:16:00,,1,0
01.006.0106,,6,360,1804,332,,1,1,,1.00,2015-03-04 11:09:00,,1,0
01.005.0514,,5,97,1805,303,,1,1,,100.00,2015-03-05 09:41:00,,1,0
03.001.0194,,1,43,1806,50,,1,1,,1.00,2015-03-23 09:33:00,,1,0
03.001.0195,,1,43,1807,50,,1,1,,1.00,2015-03-23 09:36:00,,1,0
03.001.0196,,1,43,1808,50,,1,1,,1.00,2015-03-23 09:37:00,,1,0
01.006.0107,,6,360,1809,332,,1,1,,1.00,2015-03-26 09:33:00,,1,0
01.005.0515,,5,85,1810,118,,1,1,,1.00,2015-04-08 09:49:00,,1,0
01.005.0516,,5,85,1811,118,,1,1,,1.00,2015-04-08 09:49:00,,1,0
01.005.0517,,5,85,1812,118,,1,1,,1.00,2015-04-08 09:49:00,,1,0
01.005.0518,,5,85,1813,98,,1,1,,1.00,2015-04-08 09:50:00,,1,0
02.001.0137,,1,191,1814,349,,1,1,,1.00,2015-04-08 10:48:00,,1,0
02.001.0138,,1,492,1815,86,,1,1,,1.00,2015-04-08 10:58:00,,1,0
03.001.0197,,1,372,435,350,,1,1,,1.00,2015-04-08 11:10:00,,1,0
01.003.0354,,3,72,1816,1,,13,13,,1.00,2015-04-09 09:25:00,,1,0
01.001.0405,,1,493,1817,40,,1,1,,5.00,2015-04-13 11:54:00,,1,0
01.005.0519,,5,171,1818,351,,1,1,,2.00,2015-04-20 10:15:00,,1,0
01.005.0520,,5,94,1819,352,,1,1,,20.00,2015-04-20 10:15:00,,1,0
01.005.0521,,5,494,1820,353,,1,1,,1.00,2015-04-20 11:27:00,,1,0
01.005.0522,,5,302,1821,40,,4,5,,1.00,2015-04-21 12:56:00,,1,0
01.005.0523,,5,317,1822,149,,15,15,,1.00,2015-04-22 12:07:00,,1,0
02.001.0139,,1,48,1823,40,,1,1,,1.00,2015-05-04 10:40:00,,1,0
01.003.0355,,3,118,1824,40,,1,1,,1.00,2015-05-06 09:10:00,,0,1
01.003.0356,,3,45,1825,40,,1,1,,1.00,2015-05-06 09:11:00,,1,0
01.005.0524,,5,118,1826,40,,1,1,,1.00,2015-05-06 09:12:00,,1,0
01.003.0357,,3,139,1827,176,,1,1,,1.00,2015-05-06 09:16:00,,1,0
01.006.0108,,6,360,1828,299,,1,1,,1.00,2015-05-06 12:27:00,,1,0
01.005.0525,,5,171,1829,272,,1,1,,2.00,2015-05-12 10:51:00,,1,0
01.005.0526,,5,495,1830,40,,1,1,,1.00,2015-05-12 10:51:00,,1,0
01.005.0527,,5,275,1831,40,,1,1,,2.00,2015-05-12 10:53:00,,1,0
01.006.0109,,6,313,938,354,,1,1,,1.00,2015-05-13 09:54:00,,1,0
02.001.0140,,1,20,1832,355,,1,1,,1.00,2015-05-18 12:36:00,,1,0
01.005.0528,,5,171,1834,356,,1,1,,1.00,2015-05-29 11:07:00,,1,0
01.005.0529,,5,182,1038,357,,1,1,,5.00,2015-05-29 11:25:00,,1,0
01.003.0358,,3,139,1835,176,,1,1,,1.00,2015-05-29 11:44:00,,1,0
05.002.0017,,2,496,1836,40,,1,1,,1.00,2015-06-10 09:59:00,,1,0
05.002.0018,,2,497,1837,40,,1,1,,1.00,2015-06-10 10:00:00,,1,0
05.002.0019,,2,498,1838,40,,1,1,,1.00,2015-06-10 10:00:00,,1,0
01.006.0110,,6,470,1839,354,,1,1,,1.00,2015-06-17 12:40:00,,1,0
01.006.0111,,6,470,1840,354,,1,1,,1.00,2015-06-17 12:41:00,,1,0
02.001.0141,,1,108,1841,358,,1,1,,1.00,2015-06-19 11:07:00,,1,0
01.005.0530,,5,85,1842,348,,1,1,,1.00,2015-06-29 10:51:00,,1,0
01.005.0531,,5,85,1843,348,,1,1,,1.00,2015-06-29 10:51:00,,1,0
01.005.0532,,5,85,1844,348,,1,1,,1.00,2015-06-29 10:51:00,,1,0
01.005.0533,,5,85,1845,348,,1,1,,1.00,2015-06-29 10:51:00,,1,0
01.005.0534,,5,85,1955,40,,1,1,,1.00,2015-06-29 10:52:00,,1,0
01.005.0535,,5,85,1847,348,,1,1,,1.00,2015-06-29 10:53:00,,1,0
02.001.0142,,1,101,1848,4,,1,1,,1.00,2015-07-03 09:54:00,,1,0
03.001.0198,,1,499,1849,40,,1,1,,1.00,2015-07-03 10:22:00,,1,0
