codigo_producto,iid_clasificacion,iid_subclasificacion,iid_nombre,iid_caracteristica,iid_marca,modelo,unidad_compra,unidad_consumo,stock,cantidad_minima,fecha_creacion,fecha_ultimo_movimiento,estado,es_de_conteo
01.001.0204,,1,156,1268,72,,1,1,,1.00,2010-10-30 10:23:00,,1,0
01.005.0374,,5,212,1271,176,,1,1,,2.00,2010-11-11 10:13:00,,1,0
03.001.0142,,1,309,1219,420,,1,1,,1.00,2010-11-23 09:44:00,,1,0
05.001.0041,,1,268,226,282,,1,1,,1.00,2010-11-26 09:40:00,,1,0
01.005.0379,,5,352,1278,283,,1,1,,1.00,2010-11-30 12:08:00,,1,0
01.005.0393,,5,85,1291,283,,1,1,,1.00,2010-11-30 12:18:00,,1,0
01.005.0395,,5,85,1294,283,,1,1,,1.00,2010-11-30 12:20:00,,1,0
01.005.0401,,5,85,1300,283,,1,1,,1.00,2010-11-30 12:24:00,,1,0
01.005.0402,,5,85,1301,283,,1,1,,1.00,2010-11-30 12:24:00,,1,0
01.005.0404,,5,85,1303,283,,1,1,,1.00,2010-11-30 12:26:00,,1,0
01.005.0414,,5,76,685,284,,1,1,,3.00,2010-12-13 09:08:00,,1,0
01.005.0415,,5,361,1313,283,,16,16,,1.00,2010-12-30 11:19:00,,1,0
01.005.0418,,5,307,1163,40,,15,15,,1.00,2011-01-17 11:04:00,,1,0
02.001.0055,,1,114,720,147,,11,11,,1.00,2007-02-27 10:01:00,,1,0
04.002.0005,,2,225,703,164,,1,1,,1.00,2007-02-28 10:13:00,,1,0
01.003.0127,,3,139,753,109,,1,1,,1.00,2007-04-27 12:05:00,,1,1
01.003.0128,,3,139,754,109,,1,1,,1.00,2007-04-27 12:06:00,,1,1
01.003.0129,,3,139,755,109,,1,1,,1.00,2007-04-27 12:06:00,,1,1
01.003.0130,,3,139,756,109,,1,1,,1.00,2007-04-27 12:07:00,,1,1
01.002.0109,,2,85,873,23,,1,1,,1.00,2007-10-31 08:57:00,,1,0
01.001.0168,,1,11,1002,7,,1,1,,1.00,2008-04-14 10:18:00,,1,0
01.001.0181,,1,37,1174,72,,10,10,,1.00,2008-04-14 10:24:00,,1,0
02.001.0078,,1,279,959,205,,19,19,,1.00,2008-04-17 10:28:00,,1,0
01.005.0278,,5,94,261,206,,1,1,,1.00,2008-04-24 11:58:00,,1,0
01.002.0112,,2,161,970,23,,1,1,,1.00,2008-04-30 10:44:00,,1,0
01.003.0202,,3,106,982,211,,1,1,,1.00,2008-05-12 11:48:00,,1,0
01.005.0286,,5,94,259,206,,1,1,,1.00,2008-07-17 10:06:00,,1,0
01.003.0234,,3,206,1083,237,,1,1,,1.00,2009-04-23 10:28:00,,1,0
01.003.0237,,3,206,819,237,,1,1,,1.00,2009-04-23 10:33:00,,1,0
01.005.0306,,5,85,1104,77,,1,1,,1.00,2009-05-07 09:50:00,,1,0
02.001.0092,,1,58,1114,40,,3,3,,3.00,2009-05-15 09:46:00,,1,0
02.001.0093,,1,67,1117,173,,15,15,,1.00,2009-05-22 10:10:00,,1,0
01.005.0321,,5,50,1134,249,,1,1,,4.00,2009-07-28 10:27:00,,1,0
01.001.0186,,1,328,1141,72,,1,1,,1.00,2009-08-28 12:47:00,,1,0
05.001.0035,,1,329,1143,40,,1,1,,1.00,2009-09-03 10:18:00,,1,0
01.003.0258,,3,72,1154,1,,1,1,,5.00,2009-09-18 12:00:00,,1,0
02.001.0097,,1,335,1163,254,,3,3,,4.00,2009-10-19 12:20:00,,1,0
01.003.0263,,3,66,1204,109,,1,1,,2.00,2010-01-29 11:09:00,,1,0
01.003.0265,,3,145,1206,109,,1,1,,1.00,2010-01-29 11:17:00,,1,1
03.001.0131,,1,243,1216,184,,1,1,,1.00,2010-02-11 10:12:00,,1,0
01.003.0271,,3,72,1227,211,,10,10,,1.00,2010-04-15 10:04:00,,1,0
01.005.0364,,5,171,1236,272,,1,1,,1.00,2010-06-03 12:46:00,,1,0
02.001.0106,,1,178,602,146,,1,1,,1.00,2010-08-03 17:00:00,,1,0
01.001.0193,,1,38,1253,72,,1,1,,1.00,2010-10-12 12:50:00,,1,0
01.001.0195,,1,38,1255,72,,1,1,,1.00,2010-10-12 12:51:00,,1,0
03.001.0141,,1,100,1266,92,,11,11,,1.00,2010-10-22 17:01:00,,1,0
01.001.0205,,1,156,1269,72,,1,1,,1.00,2010-10-30 10:24:00,,1,0
01.005.0373,,5,10,1270,25,,11,11,,4.00,2010-11-08 11:30:00,,1,0
05.002.0011,,2,83,1273,81,,1,1,,1.00,2010-11-23 09:46:00,,1,0
01.005.0375,,5,85,1274,283,,1,1,,1.00,2010-11-30 10:25:00,,1,0
01.005.0376,,5,85,1275,283,,1,1,,1.00,2010-11-30 10:26:00,,1,0
01.005.0411,,5,85,1309,112,,1,1,,1.00,2010-12-06 11:35:00,,1,0
01.005.0416,,5,362,1314,283,,1,1,,1.00,2010-12-30 11:20:00,,1,0
01.005.0417,,5,363,1315,283,,1,1,,1.00,2010-12-30 11:21:00,,1,0
01.005.0419,,5,364,1316,285,,1,1,,1.00,2011-01-17 11:04:00,,1,0
01.005.0420,,5,94,261,286,,1,1,,100.00,2011-01-17 12:27:00,,1,0
03.001.0143,,1,243,1317,184,,1,1,,1.00,2011-01-27 11:29:00,,1,0
03.001.0144,,1,243,1318,184,,1,1,,1.00,2011-01-27 11:29:00,,1,0
03.001.0145,,1,365,1319,40,,1,1,,3.00,2011-01-27 11:30:00,,1,0
01.003.0276,,3,19,1320,176,,1,1,,5.00,2011-02-03 10:03:00,,0,0
01.005.0423,,5,122,1323,124,,1,1,,1.00,2011-02-11 09:20:00,,1,0
03.001.0146,,1,366,1324,287,,1,1,,3.00,2011-02-23 10:22:00,,1,0
01.001.0206,,1,37,1325,72,,1,1,,3.00,2011-02-24 09:44:00,,1,0
01.001.0207,,1,11,1326,7,,1,1,,1.00,2011-03-02 10:59:00,,1,0
01.003.0277,,3,45,1327,40,,1,1,,1.00,2011-03-02 12:51:00,,1,1
01.003.0278,,3,45,1328,40,,1,1,,1.00,2011-03-02 12:51:00,,1,1
01.003.0279,,3,206,1331,237,,1,1,,1.00,2011-03-09 10:47:00,,1,0
01.003.0280,,3,206,1332,237,,1,1,,1.00,2011-03-09 10:48:00,,1,0
01.003.0281,,3,206,1333,237,,1,1,,1.00,2011-03-09 10:49:00,,1,0
03.001.0148,,1,327,1342,288,,1,1,,1.00,2011-03-10 09:46:00,,1,0
01.003.0292,,3,72,1344,15,,11,11,,1.00,2011-03-24 09:25:00,,1,0
01.003.0293,,3,72,1345,15,,11,11,,1.00,2011-03-24 09:25:00,,1,0
01.005.0426,,5,85,1347,23,,1,1,,1.00,2011-03-24 09:27:00,,1,0
01.005.0429,,5,122,1351,124,,1,1,,5.00,2011-04-04 10:19:00,,1,0
01.003.0299,,3,321,1353,15,,16,16,,1.00,2011-04-04 12:43:00,,1,1
06.001.0017,,1,298,1354,216,,10,10,,1.00,2011-04-05 10:49:00,,1,0
01.001.0208,,1,38,1356,72,,1,1,,1.00,2011-04-06 09:04:00,,1,0
01.001.0212,,1,38,1360,72,,1,1,,2.00,2011-04-06 09:07:00,,1,0
01.001.0213,,1,38,1361,72,,1,1,,2.00,2011-04-06 09:07:00,,1,0
01.001.0219,,1,38,1367,72,,1,1,,2.00,2011-04-06 09:17:00,,1,0
01.001.0222,,1,38,1370,72,,1,1,,2.00,2011-04-06 09:19:00,,1,0
01.001.0224,,1,38,1372,72,,1,1,,2.00,2011-04-06 09:20:00,,1,0
01.001.0227,,1,38,1375,72,,1,1,,2.00,2011-04-06 09:21:00,,1,0
01.001.0231,,1,38,1379,72,,1,1,,2.00,2011-04-06 09:22:00,,1,0
01.001.0233,,1,38,1381,72,,1,1,,2.00,2011-04-06 09:23:00,,1,0
01.001.0234,,1,38,1382,72,,1,1,,2.00,2011-04-06 09:24:00,,1,0
01.001.0236,,1,38,1384,72,,1,1,,2.00,2011-04-06 09:24:00,,1,0
01.001.0237,,1,38,1386,72,,1,1,,3.00,2011-04-13 09:08:00,,1,0
01.001.0238,,1,38,1387,72,,1,1,,3.00,2011-04-13 09:08:00,,1,0
01.003.0302,,3,246,1391,186,,16,16,,1.00,2011-04-20 09:08:00,,1,0
01.005.0431,,5,29,1393,224,,1,1,,1.00,2011-05-04 17:55:00,,1,0
01.005.0432,,5,29,1394,17,,1,1,,1.00,2011-05-04 17:55:00,,1,0
01.002.0121,,2,85,1395,98,,1,1,,1.00,2011-05-04 18:04:00,,1,0
01.003.0303,,3,5,1398,109,,1,1,,2.00,2011-05-05 12:13:00,,1,1
01.005.0436,,5,106,184,17,,1,1,,2.00,2011-05-24 09:06:00,,1,0
02.001.0108,,1,212,1401,218,,19,19,,1.00,2011-06-01 10:20:00,,1,0
01.002.0122,,2,224,1403,23,,1,1,,1.00,2011-06-01 12:44:00,,1,0
01.002.0123,,2,224,1404,23,,1,1,,1.00,2011-06-01 12:44:00,,1,0
01.005.0438,,5,106,1407,167,,1,1,,12.00,2011-06-10 12:35:00,,1,0
05.001.0042,,1,369,1409,40,,1,1,,1.00,2011-06-24 09:19:00,,0,0
01.005.0439,,5,94,260,273,,1,1,,2.00,2011-07-06 10:17:00,,1,0
03.001.0149,,1,55,1410,29,,1,1,,1.00,2011-07-06 11:13:00,,1,0
01.005.0441,,5,222,1412,246,,1,1,,1.00,2011-07-11 10:35:00,,1,0
01.003.0305,,3,303,1413,185,,1,1,,1.00,2011-07-13 10:28:00,,1,0
01.003.0306,,3,303,1414,185,,1,1,,1.00,2011-07-13 10:29:00,,1,0
01.003.0313,,3,106,1426,167,,1,1,,5.00,2011-08-03 10:55:00,,1,0
01.003.0314,,3,170,1427,116,,1,1,,1.00,2011-08-03 11:55:00,,1,1
01.003.0315,,3,371,1429,40,,1,1,,1.00,2011-09-02 16:25:00,,1,0
05.002.0012,,2,83,1430,295,,1,1,,2.00,2011-09-13 10:28:00,,1,0
01.001.0239,,1,37,1432,22,,10,10,,1.00,2011-10-03 12:17:00,,1,0
01.005.0447,,5,94,614,206,,1,1,,5.00,2011-10-07 11:27:00,,1,0
03.001.0150,,1,372,435,31,,1,1,,1.00,2011-10-17 09:29:00,,1,0
01.001.0242,,1,11,1436,298,,1,1,,1.00,2011-10-24 11:29:00,,1,0
01.001.0243,,1,11,1437,298,,1,1,,1.00,2011-10-24 11:30:00,,1,0
01.001.0251,,1,156,1444,298,,1,1,,1.00,2011-10-24 11:49:00,,1,0
02.001.0110,,1,149,306,40,,2,3,,1.00,2011-11-01 11:31:00,,1,0
01.003.0317,,3,72,1445,211,,10,10,,1.00,2011-11-10 12:45:00,,1,0
04.002.0011,,2,225,1447,163,,1,1,,5.00,2011-11-18 09:54:00,,1,0
05.001.0045,,1,237,1449,40,,1,1,,1.00,2011-11-30 12:47:00,,1,0
01.005.0449,,5,373,1451,40,,19,19,,1.00,2011-12-07 09:15:00,,1,0
01.003.0318,,3,106,1453,109,,1,1,,1.00,2011-12-08 11:46:00,,1,0
01.006.0006,,6,85,1458,299,,1,1,,1.00,2011-12-19 10:22:00,,1,0
01.006.0016,,6,85,1482,299,,1,1,,1.00,2011-12-19 10:26:00,,1,0
01.006.0019,,6,85,1485,299,,1,1,,1.00,2011-12-19 10:35:00,,1,0
01.006.0035,,6,378,1479,299,,1,1,,1.00,2011-12-19 10:49:00,,1,0
02.001.0112,,1,86,1487,300,,13,13,,1.00,2012-01-06 09:29:00,,1,0
01.003.0320,,3,72,1488,211,,10,10,,1.00,2012-01-17 11:14:00,,1,0
02.001.0061,,1,49,745,168,,1,1,,1.00,2007-04-05 10:36:00,,1,0
01.005.0237,,5,214,341,40,,4,7,,1.00,2007-06-08 16:58:00,,1,0
05.001.0023,,1,83,835,187,,1,1,,1.00,2007-07-30 12:29:00,,1,0
03.001.0078,,1,234,836,40,,20,20,,1.00,2007-08-06 10:33:00,,1,0
03.001.0083,,1,43,870,50,,1,1,,1.00,2007-10-09 10:39:00,,1,0
03.001.0084,,1,43,871,50,,1,1,,1.00,2007-10-09 10:41:00,,1,0
01.005.0267,,5,265,921,195,,1,1,,1.00,2008-01-10 09:59:00,,1,0
04.003.0002,,3,240,924,40,,1,1,,1.00,2008-01-14 09:34:00,,1,0
01.005.0269,,5,85,931,112,,1,1,,1.00,2008-01-24 11:29:00,,1,0
01.005.0270,,5,67,933,30,,15,15,,1.00,2008-02-01 11:53:00,,1,1
02.001.0074,,1,269,934,199,,15,15,,1.00,2008-02-01 12:00:00,,1,0
01.005.0274,,5,85,946,98,,1,1,,1.00,2008-03-20 11:26:00,,1,0
01.005.0275,,5,85,947,98,,1,1,,1.00,2008-03-20 11:27:00,,1,0
01.001.0172,,1,37,1051,228,,10,10,,1.00,2008-04-14 10:20:00,,1,0
01.005.0282,,5,275,968,40,,1,1,,1.00,2008-04-28 13:03:00,,1,0
01.005.0285,,5,94,260,117,,1,1,,1.00,2008-07-17 10:05:00,,1,0
03.001.0101,,1,296,1003,214,,1,1,,1.00,2008-08-11 09:32:00,,1,0
06.001.0005,,1,300,1008,217,,13,13,,1.00,2008-08-12 11:29:00,,1,0
02.001.0083,,1,147,1012,32,,11,11,,1.00,2008-08-12 11:30:00,,1,0
01.003.0210,,3,50,1014,77,,1,1,,1.00,2008-08-13 10:55:00,,1,0
05.002.0006,,2,301,1016,221,,1,1,,1.00,2008-08-14 11:14:00,,1,0
01.003.0216,,3,5,1020,5,,15,15,,1.00,2008-08-18 10:10:00,,1,1
06.001.0006,,1,300,1028,226,,13,13,,1.00,2008-08-20 08:42:00,,1,0
02.001.0084,,1,28,1029,42,,1,1,,1.00,2008-08-20 08:42:00,,1,0
02.001.0086,,1,311,1053,42,,1,1,,1.00,2008-11-18 10:02:00,,1,0
03.001.0111,,1,212,1060,229,,10,10,,1.00,2009-01-21 09:08:00,,1,0
02.001.0089,,1,102,1068,231,,1,1,,1.00,2009-02-11 09:02:00,,1,0
01.003.0231,,3,206,818,237,,1,1,,1.00,2009-04-23 10:20:00,,1,0
01.003.0244,,3,206,1091,237,,1,1,,1.00,2009-04-23 10:43:00,,1,0
01.005.0303,,5,85,1101,98,,1,1,,2.00,2009-05-07 09:49:00,,1,0
01.005.0308,,5,119,1108,39,,1,1,,1.00,2009-05-11 11:31:00,,1,1
01.003.0250,,3,150,1109,193,,1,1,,1.00,2009-05-14 09:45:00,,1,0
01.005.0310,,5,322,1110,40,,1,1,,1.00,2009-05-14 10:39:00,,1,0
01.005.0311,,5,322,1111,40,,1,1,,1.00,2009-05-14 10:39:00,,1,0
01.003.0253,,3,5,1127,176,,1,1,,1.00,2009-07-03 10:23:00,,1,1
01.005.0320,,5,325,1133,40,,1,1,,1.00,2009-07-27 12:48:00,,1,0
01.003.0255,,3,288,1151,1,,10,10,,1.00,2009-09-18 11:57:00,,1,1
01.005.0330,,5,315,1166,40,,1,1,,1.00,2009-10-20 12:35:00,,1,0
03.001.0125,,1,341,1186,40,,1,1,,5.00,2009-12-10 10:25:00,,1,0
01.003.0261,,3,343,1187,15,,16,16,,1.00,2009-12-10 11:31:00,,1,0
02.001.0101,,1,114,1195,40,,1,1,,1.00,2010-01-20 09:05:00,,1,0
02.001.0102,,1,86,1194,263,,11,11,,1.00,2010-01-20 09:05:00,,1,0
01.005.0350,,5,303,1199,185,,1,1,,2.00,2010-01-27 10:25:00,,1,0
03.001.0132,,1,347,1218,267,,1,1,,1.00,2010-02-11 10:46:00,,1,0
03.001.0133,,1,309,1219,82,,1,1,,1.00,2010-02-11 10:46:00,,1,0
01.005.0358,,5,12,1226,269,,13,13,,1.00,2010-04-15 09:44:00,,1,1
03.001.0136,,1,309,1228,419,,1,1,,1.00,2010-04-15 10:35:00,,1,0
01.006.0005,,6,351,1249,279,,1,1,,1.00,2010-08-17 17:23:00,,1,0
01.005.0378,,5,352,1277,283,,1,1,,1.00,2010-11-30 12:07:00,,1,0
01.005.0380,,5,352,1279,283,,1,1,,1.00,2010-11-30 12:09:00,,1,0
01.005.0381,,5,352,1280,283,,1,1,,1.00,2010-11-30 12:09:00,,1,0
01.005.0383,,5,353,1283,283,,1,1,,1.00,2010-11-30 12:11:00,,1,0
01.005.0384,,5,353,1282,283,,1,1,,1.00,2010-11-30 12:12:00,,1,0
01.005.0389,,5,356,1287,283,,1,1,,1.00,2010-11-30 12:15:00,,1,0
01.005.0390,,5,356,1288,283,,1,1,,1.00,2010-11-30 12:16:00,,1,0
01.005.0394,,5,359,1292,283,,1,1,,1.00,2010-11-30 12:19:00,,1,0
01.005.0397,,5,85,1296,283,,1,1,,1.00,2010-11-30 12:21:00,,1,0
01.005.0398,,5,85,1297,283,,1,1,,1.00,2010-11-30 12:22:00,,1,0
01.005.0399,,5,85,1298,283,,1,1,,1.00,2010-11-30 12:22:00,,1,0
01.005.0400,,5,85,1299,283,,1,1,,1.00,2010-11-30 12:23:00,,1,0
01.005.0405,,5,85,1304,283,,1,1,,1.00,2010-11-30 12:26:00,,1,0
01.005.0407,,5,85,1306,283,,1,1,,1.00,2010-11-30 12:27:00,,1,0
01.005.0408,,5,356,1307,283,,1,1,,1.00,2010-11-30 12:29:00,,1,0
01.005.0409,,5,356,1308,283,,1,1,,1.00,2010-11-30 12:30:00,,1,0
01.005.0422,,5,106,1322,40,,1,1,,1.00,2011-02-10 12:22:00,,1,0
01.005.0424,,5,171,1329,272,,1,1,,3.00,2011-03-03 09:56:00,,1,0
01.005.0425,,5,85,1330,63,,1,1,,2.00,2011-03-03 11:09:00,,1,0
01.003.0282,,3,206,1334,237,,1,1,,1.00,2011-03-09 10:49:00,,1,0
01.003.0288,,3,206,1340,237,,1,1,,1.00,2011-03-09 10:53:00,,1,0
01.003.0290,,3,206,811,237,,1,1,,1.00,2011-03-09 10:55:00,,1,0
03.001.0147,,1,75,1341,11,,1,1,,1.00,2011-03-10 09:43:00,,1,0
06.001.0016,,1,298,1343,216,,10,10,,1.00,2011-03-10 09:50:00,,1,0
01.001.0214,,1,38,1362,72,,1,1,,2.00,2011-04-06 09:08:00,,1,0
01.001.0229,,1,38,1377,72,,1,1,,2.00,2011-04-06 09:22:00,,1,0
01.005.0430,,5,130,1390,291,,1,1,,2.00,2011-04-19 10:22:00,,1,0
01.002.0120,,2,45,1392,292,,1,1,,1.00,2011-04-25 12:20:00,,1,0
01.005.0443,,5,303,1423,185,,1,1,,1.00,2011-07-14 10:48:00,,1,1
02.001.0109,,1,157,1431,40,,11,11,,1.00,2011-09-21 10:00:00,,1,0
01.003.0316,,3,170,1433,116,,1,1,,1.00,2011-10-07 11:42:00,,1,1
03.001.0151,,1,372,435,296,,1,1,,1.00,2011-10-17 09:31:00,,1,0
01.001.0240,,1,11,1434,298,,1,1,,1.00,2011-10-24 11:28:00,,1,0
05.001.0044,,1,267,1446,282,,1,1,,1.00,2011-11-14 08:57:00,,1,0
01.005.0448,,5,94,259,273,,1,1,,2.00,2011-11-24 10:55:00,,1,0
05.001.0046,,1,237,1450,40,,1,1,,1.00,2011-11-30 12:48:00,,1,0
02.001.0111,,1,86,1452,151,,13,13,,1.00,2011-12-07 09:16:00,,1,0
01.006.0007,,6,85,1459,299,,1,1,,1.00,2011-12-19 10:22:00,,1,0
01.006.0010,,6,85,1462,299,,1,1,,1.00,2011-12-19 10:24:00,,1,0
01.006.0017,,6,85,1483,299,,1,1,,1.00,2011-12-19 10:27:00,,1,0
01.006.0018,,6,85,1484,299,,1,1,,1.00,2011-12-19 10:28:00,,1,0
01.006.0021,,6,85,1467,299,,1,1,,1.00,2011-12-19 10:44:00,,1,0
01.003.0321,,3,106,184,112,,1,1,,3.00,2012-01-26 10:52:00,,1,0
01.003.0322,,3,264,1489,53,,1,1,,1.00,2012-01-26 10:55:00,,1,1
03.001.0152,,1,100,1490,40,,11,11,,5.00,2012-02-07 10:50:00,,1,0
01.006.0037,,6,353,1491,279,,1,1,,1.00,2012-02-11 12:30:00,,1,0
01.006.0039,,6,303,1493,279,,1,1,,1.00,2012-02-11 12:31:00,,1,0
01.006.0041,,6,360,1495,279,,1,1,,1.00,2012-02-11 12:34:00,,0,0
01.006.0043,,6,360,1497,279,,1,1,,1.00,2012-02-11 12:36:00,,0,0
01.005.0453,,5,12,1499,64,,13,13,,1.00,2012-02-13 11:57:00,,1,1
01.001.0253,,1,85,1501,301,,16,16,,1.00,2012-02-15 10:23:00,,1,0
01.003.0324,,3,247,838,109,,1,1,,1.00,2012-03-07 12:43:00,,1,1
01.001.0254,,1,11,1502,106,,1,1,,1.00,2012-03-16 10:58:00,,1,0
01.001.0255,,1,11,1503,106,,1,1,,1.00,2012-03-16 10:58:00,,1,0
01.001.0257,,1,110,1505,298,,1,1,,1.00,2012-03-19 10:57:00,,1,0
04.003.0003,,3,240,1507,40,,1,1,,1.00,2012-03-26 11:17:00,,1,0
04.003.0006,,3,240,1510,40,,1,1,,1.00,2012-03-26 11:21:00,,1,0
04.003.0010,,3,240,1514,40,,1,1,,1.00,2012-03-26 11:23:00,,1,0
04.003.0011,,3,240,1515,40,,1,1,,1.00,2012-03-26 11:23:00,,1,0
04.003.0012,,3,240,1516,40,,1,1,,1.00,2012-03-26 11:24:00,,1,0
04.003.0013,,3,240,1517,40,,1,1,,1.00,2012-03-26 11:24:00,,1,0
02.001.0113,,1,117,1519,32,,11,11,,1.00,2012-04-05 12:22:00,,1,0
01.005.0456,,5,85,1520,40,,1,1,,1.00,2012-04-17 11:39:00,,1,0
01.003.0325,,3,72,1522,40,,1,1,,1.00,2012-04-17 11:54:00,,1,0
01.005.0457,,5,94,614,302,,1,1,,5.00,2012-05-02 11:26:00,,1,0
01.005.0458,,5,94,1321,302,,1,1,,5.00,2012-05-02 11:26:00,,1,0
01.005.0236,,5,239,798,22,,1,1,,1.00,2007-05-24 09:13:00,,1,1
03.001.0094,,1,271,938,40,,11,11,,1.00,2008-02-11 09:56:00,,1,0
01.001.0165,,1,38,955,72,,11,11,,1.00,2008-04-14 10:17:00,,1,0
01.001.0169,,1,37,1042,227,,10,10,,1.00,2008-04-14 10:19:00,,1,0
01.001.0171,,1,112,1147,204,,1,1,,1.00,2008-04-14 10:20:00,,1,0
01.001.0174,,1,6,1062,230,,10,10,,1.00,2008-04-14 10:21:00,,1,1
01.001.0177,,1,40,1122,7,,19,19,,1.00,2008-04-14 10:22:00,,1,1
01.001.0179,,1,112,1267,40,,1,1,,5.00,2008-04-14 10:23:00,,1,0
01.002.0110,,2,160,958,23,,1,1,,1.00,2008-04-16 12:37:00,,1,0
01.005.0277,,5,122,974,124,,10,10,,1.00,2008-04-17 12:35:00,,1,0
01.005.0279,,5,280,964,207,,1,1,,1.00,2008-04-25 12:48:00,,1,0
01.003.0198,,3,264,971,145,,1,1,,1.00,2008-04-30 10:58:00,,1,1
03.001.0096,,1,283,972,209,,1,1,,1.00,2008-05-01 10:20:00,,1,0
01.003.0201,,3,106,981,211,,1,1,,1.00,2008-05-12 11:48:00,,1,0
01.003.0206,,3,139,986,23,,1,1,,1.00,2008-05-13 10:57:00,,1,1
02.001.0082,,1,287,988,150,,1,1,,1.00,2008-05-20 12:16:00,,1,0
01.002.0115,,2,159,991,30,,15,15,,1.00,2008-05-27 10:25:00,,1,1
01.003.0208,,3,288,994,1,,1,1,,1.00,2008-06-05 11:42:00,,1,1
05.002.0002,,2,291,995,213,,1,1,,1.00,2008-06-06 12:12:00,,1,0
01.003.0212,,3,139,1017,5,,9,9,,1.00,2008-08-18 10:07:00,,1,1
01.003.0213,,3,139,1018,5,,9,9,,1.00,2008-08-18 10:07:00,,1,1
01.003.0214,,3,139,1019,5,,9,9,,1.00,2008-08-18 10:07:00,,1,1
02.001.0085,,1,311,1050,42,,1,1,,1.00,2008-10-20 09:36:00,,1,0
01.006.0002,,6,313,1057,229,,1,1,,1.00,2008-12-15 09:21:00,,1,0
01.003.0225,,3,139,1066,111,,1,1,,1.00,2009-02-05 12:36:00,,1,1
01.003.0233,,3,206,1082,237,,1,1,,1.00,2009-04-23 10:28:00,,1,0
01.003.0247,,3,206,1093,237,,1,1,,1.00,2009-04-23 10:45:00,,1,0
01.005.0307,,5,96,1105,110,,1,1,,1.00,2009-05-11 11:28:00,,1,1
01.005.0316,,5,324,1124,245,,1,1,,2.00,2009-06-12 10:13:00,,1,0
03.001.0118,,1,327,1138,250,,1,1,,1.00,2009-08-17 10:51:00,,1,0
01.003.0257,,3,321,1153,1,,10,10,,1.00,2009-09-18 11:59:00,,1,1
01.003.0259,,3,139,1156,1,,1,1,,1.00,2009-09-18 12:17:00,,1,1
02.001.0095,,1,20,324,252,,1,1,,4.00,2009-09-21 12:17:00,,1,0
06.001.0011,,1,300,1160,253,,10,10,,1.00,2009-09-21 12:19:00,,1,0
06.001.0013,,1,300,1159,226,,15,15,,1.00,2009-09-21 12:22:00,,1,0
01.003.0260,,3,72,1161,162,,10,10,,1.00,2009-09-23 12:06:00,,1,0
01.002.0117,,2,333,1162,63,,10,10,,1.00,2009-09-25 10:34:00,,1,0
02.001.0098,,1,102,1163,40,,3,3,,4.00,2009-10-19 12:20:00,,1,0
01.005.0334,,5,85,1171,98,,1,1,,1.00,2009-10-26 11:18:00,,1,0
03.001.0120,,1,339,1179,40,,11,11,,3.00,2009-11-17 11:53:00,,1,0
01.005.0345,,5,85,1191,98,,1,1,,2.00,2010-01-18 09:21:00,,1,0
05.002.0010,,2,83,1272,261,,1,1,,1.00,2010-01-20 09:08:00,,1,0
01.005.0348,,5,21,1197,1,,1,1,,10.00,2010-01-27 10:24:00,,1,0
01.005.0349,,5,303,1198,185,,1,1,,1.00,2010-01-27 10:25:00,,1,0
01.005.0354,,5,85,1209,265,,1,1,,1.00,2010-01-29 11:26:00,,1,0
01.005.0355,,5,85,1210,265,,1,1,,1.00,2010-01-29 11:26:00,,1,0
01.003.0268,,3,303,1207,109,,10,10,,1.00,2010-01-29 11:28:00,,1,0
01.005.0362,,5,72,1232,77,,1,1,,1.00,2010-05-21 09:23:00,,1,1
01.003.0274,,3,288,1244,37,,1,1,,1.00,2010-08-04 10:34:00,,1,1
01.005.0370,,5,97,1245,303,,1,1,,1.00,2010-08-05 12:21:00,,1,1
01.006.0004,,6,313,1248,279,,1,1,,1.00,2010-08-17 17:23:00,,1,0
01.001.0191,,1,243,1250,266,,1,1,,1.00,2010-08-18 12:30:00,,1,0
01.001.0199,,1,38,1259,72,,1,1,,1.00,2010-10-12 12:52:00,,1,0
01.001.0200,,1,38,1260,72,,1,1,,1.00,2010-10-12 12:52:00,,1,0
01.001.0201,,1,38,1261,72,,1,1,,1.00,2010-10-12 18:43:00,,1,0
01.001.0203,,1,38,1263,72,,1,1,,1.00,2010-10-12 18:44:00,,1,0
01.005.0377,,5,85,1276,283,,1,1,,1.00,2010-11-30 10:26:00,,1,0
01.005.0385,,5,353,1284,283,,1,1,,1.00,2010-11-30 12:12:00,,1,0
01.005.0386,,5,354,1285,283,,1,1,,1.00,2010-11-30 12:13:00,,1,0
01.005.0388,,5,355,1286,283,,1,1,,1.00,2010-11-30 12:15:00,,1,0
01.005.0391,,5,357,1289,283,,1,1,,1.00,2010-11-30 12:17:00,,1,0
01.005.0392,,5,358,1290,283,,1,1,,1.00,2010-11-30 12:17:00,,1,0
01.005.0403,,5,85,1302,283,,1,1,,1.00,2010-11-30 12:25:00,,1,0
01.005.0410,,5,359,1293,283,,1,1,,1.00,2010-11-30 12:42:00,,1,0
01.005.0412,,5,85,1310,112,,1,1,,1.00,2010-12-06 11:35:00,,1,0
01.003.0283,,3,206,1335,237,,1,1,,1.00,2011-03-09 10:51:00,,1,0
01.003.0287,,3,206,1339,237,,1,1,,1.00,2011-03-09 10:53:00,,1,0
01.005.0427,,5,85,1348,23,,1,1,,1.00,2011-03-24 09:27:00,,1,0
