siClasificacion,siSubClasificacion,iIdProducto,vCodigo,iNombre,iCaracteristica,iMarca,vModelo,siUnidadCompra,siUnidadConsumo,dStock,dCantidadMinima,dFechacreacion,dFechaUltimoMovimiento,bEstado,bEsdeConteo
1,1,691,01.001.0149,40,95,7,,19,19,NULL,1.00,2007-01-31 10:59:00,NULL,1,1
2,1,692,02.001.0054,191,691,40,,1,1,NULL,1.00,2007-02-01 09:24:00,NULL,1,0
1,2,694,01.002.0101,223,693,23,,1,1,NULL,1.00,2007-02-07 10:59:00,NULL,1,0
1,2,695,01.002.0102,223,694,23,,1,1,NULL,1.00,2007-02-07 11:00:00,NULL,1,0
1,2,696,01.002.0103,60,695,23,,1,1,NULL,1.00,2007-02-07 11:00:00,NULL,1,0
1,2,697,01.002.0104,60,696,23,,1,1,NULL,1.00,2007-02-07 11:01:00,NULL,1,0
1,2,698,01.002.0105,60,697,23,,1,1,NULL,1.00,2007-02-07 11:01:00,NULL,1,0
1,5,590,01.005.0163,3,595,40,,1,1,NULL,1.00,2006-08-30 10:23:00,NULL,1,0
5,1,637,05.001.0015,203,643,40,,1,1,NULL,1.00,2006-10-24 10:07:00,NULL,1,0
1,5,663,01.005.0176,97,675,79,,1,1,NULL,1.00,2006-11-21 09:24:00,NULL,1,1
1,5,675,01.005.0181,56,680,149,,15,15,NULL,1.00,2007-01-10 10:31:00,NULL,1,1
1,2,699,01.002.0106,60,698,23,,1,1,NULL,1.00,2007-02-07 11:02:00,NULL,1,0
1,2,700,01.002.0107,224,699,23,,1,1,NULL,1.00,2007-02-07 11:02:00,NULL,1,0
1,3,705,01.003.0119,72,704,116,,10,10,NULL,1.00,2007-02-13 12:32:00,NULL,1,0
1,5,706,01.005.0185,85,705,98,,1,1,NULL,1.00,2007-02-14 12:25:00,NULL,1,0
1,5,707,01.005.0186,85,706,98,,1,1,NULL,1.00,2007-02-14 12:26:00,NULL,1,0
1,5,708,01.005.0187,85,707,98,,1,1,NULL,1.00,2007-02-14 12:26:00,NULL,1,0
1,5,709,01.005.0188,85,710,112,,1,1,NULL,1.00,2007-02-14 12:29:00,NULL,1,0
1,5,710,01.005.0189,85,708,98,,1,1,NULL,1.00,2007-02-14 12:29:00,NULL,1,0
1,5,711,01.005.0190,85,709,77,,1,1,NULL,1.00,2007-02-14 12:30:00,NULL,1,0
1,1,712,01.001.0150,11,41,40,,19,19,NULL,1.00,2007-02-15 09:37:00,NULL,1,1
1,5,713,01.005.0191,110,711,118,,10,10,NULL,1.00,2007-02-22 11:48:00,NULL,1,0
1,3,714,01.003.0120,139,714,23,,1,1,NULL,1.00,2007-02-23 09:56:00,NULL,1,1
1,3,715,01.003.0121,139,715,23,,1,1,NULL,1.00,2007-02-23 09:57:00,NULL,1,1
1,3,716,01.003.0122,139,716,23,,1,1,NULL,1.00,2007-02-23 09:57:00,NULL,1,1
1,3,717,01.003.0123,139,717,23,,1,1,NULL,1.00,2007-02-23 09:58:00,NULL,1,1
1,3,718,01.003.0124,139,718,23,,1,1,NULL,1.00,2007-02-23 09:58:00,NULL,1,1
1,3,719,01.003.0125,139,719,23,,1,1,NULL,1.00,2007-02-23 09:59:00,NULL,1,1
3,1,723,03.001.0068,227,722,40,,1,1,NULL,1.00,2007-03-06 09:58:00,NULL,1,0
1,5,724,01.005.0193,85,723,77,,10,10,NULL,1.00,2007-03-10 12:12:00,NULL,1,0
1,5,725,01.005.0194,131,724,47,,1,1,NULL,10.00,2007-03-14 11:30:00,NULL,1,0
2,1,726,02.001.0056,228,725,166,,15,15,NULL,1.00,2007-03-14 12:45:00,NULL,1,0
2,1,727,02.001.0057,228,726,56,,1,1,NULL,1.00,2007-03-14 12:45:00,NULL,1,0
2,1,728,02.001.0058,49,727,127,,1,1,NULL,1.00,2007-03-20 10:06:00,NULL,1,0
1,5,729,01.005.0195,32,728,90,,1,1,NULL,1.00,2007-03-23 12:26:00,NULL,1,0
1,1,730,01.001.0151,112,729,22,,1,1,NULL,1.00,2007-03-26 11:05:00,NULL,1,0
1,1,731,01.001.0152,112,730,22,,1,1,NULL,1.00,2007-03-26 11:06:00,NULL,1,0
1,1,732,01.001.0153,112,731,22,,1,1,NULL,1.00,2007-03-26 11:06:00,NULL,1,0
1,5,733,01.005.0196,77,732,30,,1,1,NULL,1.00,2007-03-27 09:27:00,NULL,1,1
1,5,734,01.005.0197,85,733,119,,1,1,NULL,1.00,2007-03-27 09:28:00,NULL,1,0
1,5,735,01.005.0198,85,734,119,,1,1,NULL,1.00,2007-03-27 09:29:00,NULL,1,0
1,5,736,01.005.0199,85,735,118,,1,1,NULL,1.00,2007-03-27 09:29:00,NULL,1,0
1,5,737,01.005.0200,85,736,167,,16,16,NULL,1.00,2007-03-27 09:30:00,NULL,1,0
1,5,738,01.005.0201,85,737,167,,16,16,NULL,1.00,2007-03-27 09:31:00,NULL,1,0
1,5,739,01.005.0202,15,738,40,,11,11,NULL,1.00,2007-03-27 12:05:00,NULL,1,0
1,3,740,01.003.0126,19,770,176,,1,1,NULL,5.00,2007-03-28 12:02:00,NULL,1,0
5,1,741,05.001.0018,229,740,40,,1,1,NULL,1.00,2007-04-02 10:01:00,NULL,1,0
2,1,742,02.001.0059,212,741,40,,11,11,NULL,1.00,2007-04-03 12:08:00,NULL,1,0
2,1,743,02.001.0060,212,742,40,,19,19,NULL,1.00,2007-04-03 12:15:00,NULL,1,0
1,1,744,01.001.0154,230,743,22,,1,1,NULL,1.00,2007-04-05 09:47:00,NULL,1,0
1,1,745,01.001.0155,230,744,22,,1,1,NULL,1.00,2007-04-05 09:48:00,NULL,1,0
1,1,747,01.001.0156,11,604,22,,1,1,NULL,1.00,2007-04-16 10:51:00,NULL,1,0
1,5,748,01.005.0203,24,45,364,,1,1,NULL,1.00,2007-04-16 11:23:00,NULL,1,0
1,5,749,01.005.0204,110,746,170,,10,10,NULL,1.00,2007-04-16 11:24:00,NULL,1,0
1,5,750,01.005.0205,99,148,171,,1,1,NULL,5.00,2007-04-16 11:25:00,NULL,1,0
1,5,752,01.005.0206,94,260,172,,1,1,NULL,3.00,2007-04-18 09:50:00,NULL,1,0
1,5,753,01.005.0207,94,260,341,,1,1,NULL,3.00,2007-04-18 09:51:00,NULL,1,0
1,5,754,01.005.0208,12,748,47,,4,7,NULL,2.00,2007-04-20 09:35:00,NULL,1,1
2,1,755,02.001.0062,28,400,173,,1,1,NULL,1.00,2007-04-20 10:22:00,NULL,1,0
2,1,756,02.001.0063,6,749,174,,1,1,NULL,1.00,2007-04-20 10:26:00,NULL,1,0
1,5,757,01.005.0209,231,750,175,,16,16,NULL,1.00,2007-04-20 12:40:00,NULL,1,0
1,5,758,01.005.0210,232,751,175,,1,1,NULL,4.00,2007-04-20 12:40:00,NULL,1,0
3,1,764,03.001.0070,233,757,40,,11,11,NULL,1.00,2007-04-28 12:00:00,NULL,1,0
3,1,765,03.001.0071,234,758,40,,20,20,NULL,1.00,2007-04-28 12:12:00,NULL,1,0
1,3,767,01.003.0131,235,760,109,,1,1,NULL,1.00,2007-05-07 09:25:00,NULL,1,0
1,3,768,01.003.0132,235,761,109,,1,1,NULL,1.00,2007-05-07 09:25:00,NULL,1,0
1,3,769,01.003.0133,235,762,109,,1,1,NULL,1.00,2007-05-07 09:26:00,NULL,1,0
1,3,770,01.003.0134,235,763,109,,1,1,NULL,1.00,2007-05-07 09:26:00,NULL,1,0
1,3,771,01.003.0135,235,764,109,,1,1,NULL,1.00,2007-05-07 09:27:00,NULL,1,0
1,3,772,01.003.0136,235,765,109,,1,1,NULL,1.00,2007-05-07 09:27:00,NULL,1,0
1,3,773,01.003.0137,235,766,109,,1,1,NULL,1.00,2007-05-07 09:28:00,NULL,1,0
1,3,774,01.003.0138,235,767,109,,1,1,NULL,1.00,2007-05-07 09:29:00,NULL,1,0
1,3,775,01.003.0139,235,768,109,,1,1,NULL,1.00,2007-05-07 09:29:00,NULL,1,0
5,1,776,05.001.0019,236,769,40,,1,1,NULL,1.00,2007-05-10 11:49:00,NULL,1,0
5,1,777,05.001.0020,237,771,40,,1,1,NULL,2.00,2007-05-15 09:29:00,NULL,1,0
5,1,778,05.001.0021,177,773,177,,1,1,NULL,1.00,2007-05-15 09:29:00,NULL,1,0
5,1,779,05.001.0022,238,772,40,,16,16,NULL,1.00,2007-05-15 09:30:00,NULL,1,0
1,5,780,01.005.0212,106,184,167,,1,1,NULL,2.00,2007-05-17 09:38:00,NULL,1,0
1,5,781,01.005.0213,11,774,179,,1,1,NULL,1.00,2007-05-17 11:08:00,NULL,1,0
1,5,782,01.005.0214,11,775,179,,1,1,NULL,2.00,2007-05-17 11:08:00,NULL,1,0
1,5,783,01.005.0215,85,776,180,,1,1,NULL,1.00,2007-05-17 11:09:00,NULL,1,0
1,5,784,01.005.0216,85,777,180,,1,1,NULL,1.00,2007-05-17 11:10:00,NULL,1,0
1,5,785,01.005.0217,239,778,179,,11,11,NULL,1.00,2007-05-17 11:10:00,NULL,1,1
1,5,786,01.005.0218,239,779,40,,1,1,NULL,1.00,2007-05-17 11:11:00,NULL,1,1
1,5,787,01.005.0219,239,780,40,,1,1,NULL,1.00,2007-05-17 11:12:00,NULL,1,1
1,5,788,01.005.0220,72,781,40,,1,1,NULL,1.00,2007-05-17 11:12:00,NULL,1,1
1,5,789,01.005.0221,72,782,40,,1,1,NULL,1.00,2007-05-17 11:13:00,NULL,1,1
1,5,790,01.005.0222,173,783,40,,1,1,NULL,1.00,2007-05-17 11:14:00,NULL,1,1
1,5,791,01.005.0223,173,784,40,,1,1,NULL,1.00,2007-05-17 11:14:00,NULL,1,1
1,5,792,01.005.0224,174,785,178,,1,1,NULL,1.00,2007-05-17 11:15:00,NULL,1,1
1,5,793,01.005.0225,173,786,40,,1,1,NULL,1.00,2007-05-17 11:16:00,NULL,1,1
1,5,794,01.005.0226,72,787,40,,1,1,NULL,1.00,2007-05-17 11:17:00,NULL,1,1
1,5,795,01.005.0227,85,788,40,,1,1,NULL,1.00,2007-05-17 11:18:00,NULL,1,0
1,5,796,01.005.0228,85,789,40,,1,1,NULL,1.00,2007-05-17 11:18:00,NULL,1,0
1,5,797,01.005.0229,72,790,40,,1,1,NULL,1.00,2007-05-17 11:19:00,NULL,1,0
1,5,798,01.005.0230,72,791,40,,1,1,NULL,1.00,2007-05-17 11:19:00,NULL,1,0
1,5,799,01.005.0231,72,792,40,,1,1,NULL,1.00,2007-05-17 11:20:00,NULL,1,0
1,5,800,01.005.0232,72,793,40,,1,1,NULL,1.00,2007-05-17 11:20:00,NULL,1,0
1,5,801,01.005.0233,72,794,40,,1,1,NULL,1.00,2007-05-17 11:21:00,NULL,1,0
1,5,802,01.005.0234,72,795,40,,1,1,NULL,1.00,2007-05-17 11:21:00,NULL,1,0
1,5,803,01.005.0235,72,796,40,,1,1,NULL,1.00,2007-05-17 11:22:00,NULL,1,0
3,1,804,03.001.0072,211,797,40,,20,20,NULL,2.00,2007-05-23 09:33:00,NULL,1,0
1,3,806,01.003.0140,132,799,46,,1,1,NULL,1.00,2007-06-05 10:53:00,NULL,1,0
4,3,807,04.003.0001,240,800,40,,1,1,NULL,1.00,2007-06-07 10:48:00,NULL,1,0
1,3,809,01.003.0141,138,801,23,,10,10,NULL,1.00,2007-06-11 12:19:00,NULL,1,0
1,3,810,01.003.0142,19,802,181,,1,1,NULL,5.00,2007-06-18 09:27:00,NULL,0,0
3,1,811,03.001.0073,43,803,50,,1,1,NULL,1.00,2007-06-18 09:34:00,NULL,1,0
3,1,812,03.001.0074,148,804,40,,1,1,NULL,2.00,2007-06-18 10:02:00,NULL,1,0
2,1,813,02.001.0064,212,805,40,,19,19,NULL,1.00,2007-06-20 11:40:00,NULL,1,0
3,1,834,03.001.0077,244,826,183,,1,1,NULL,1.00,2007-07-04 09:40:00,NULL,1,0
1,5,835,01.005.0238,119,827,23,,1,1,NULL,1.00,2007-07-04 11:18:00,NULL,1,1
1,3,836,01.003.0161,139,828,1,,1,1,NULL,1.00,2007-07-12 11:28:00,NULL,1,1
1,3,837,01.003.0162,106,829,185,,1,1,NULL,1.00,2007-07-12 12:56:00,NULL,1,0
1,3,838,01.003.0163,41,830,30,,1,1,NULL,1.00,2007-07-13 12:02:00,NULL,1,1
1,3,839,01.003.0164,138,831,15,,16,16,NULL,1.00,2007-07-17 09:22:00,NULL,1,0
1,5,840,01.005.0239,80,832,35,,1,1,NULL,1.00,2007-07-17 09:23:00,NULL,1,0
1,3,841,01.003.0165,246,833,186,,16,16,NULL,1.00,2007-07-17 11:09:00,NULL,1,0
1,5,842,01.005.0240,226,834,40,,1,1,NULL,1.00,2007-07-19 10:10:00,NULL,1,0
1,3,845,01.003.0166,19,837,40,,1,1,NULL,1.00,2007-08-07 11:06:00,NULL,0,0
1,3,846,01.003.0167,247,838,1,,1,1,NULL,1.00,2007-08-10 10:56:00,NULL,1,1
1,3,847,01.003.0168,45,839,1,,1,1,NULL,1.00,2007-08-10 10:59:00,NULL,1,1
2,1,591,02.001.0043,114,596,40,,1,1,NULL,1.00,2006-08-31 10:59:00,NULL,1,0
1,1,607,01.001.0141,105,612,140,,1,1,NULL,1.00,2006-09-28 10:24:00,NULL,1,0
1,3,639,01.003.0107,145,645,145,,1,1,NULL,1.00,2006-10-25 09:29:00,NULL,1,1
1,3,640,01.003.0108,204,646,109,,1,1,NULL,1.00,2006-10-25 09:30:00,NULL,1,0
3,1,832,03.001.0075,243,824,184,,1,1,NULL,1.00,2007-07-04 09:39:00,NULL,1,0
3,1,833,03.001.0076,244,825,183,,1,1,NULL,1.00,2007-07-04 09:40:00,NULL,1,0
2,1,860,02.001.0067,50,852,56,,15,15,NULL,1.00,2007-08-24 10:52:00,NULL,1,0
2,1,861,02.001.0068,108,853,188,,3,3,NULL,1.00,2007-08-24 10:53:00,NULL,1,0
1,3,870,01.003.0178,118,862,116,,1,1,NULL,1.00,2007-10-02 10:15:00,NULL,1,1
1,5,871,01.005.0243,106,863,77,,1,1,NULL,1.00,2007-10-02 10:18:00,NULL,1,0
1,5,872,01.005.0244,85,864,191,,1,1,NULL,1.00,2007-10-02 10:24:00,NULL,1,0
1,5,873,01.005.0245,85,865,236,,1,1,NULL,1.00,2007-10-02 10:25:00,NULL,1,0
1,2,874,01.002.0108,160,866,23,,1,1,NULL,1.00,2007-10-03 11:00:00,NULL,1,0
1,5,875,01.005.0246,85,867,23,,1,1,NULL,1.00,2007-10-03 11:01:00,NULL,1,0
1,5,876,01.005.0247,85,868,23,,1,1,NULL,1.00,2007-10-03 11:03:00,NULL,1,0
2,1,877,02.001.0069,157,869,40,,11,11,NULL,1.00,2007-10-09 09:24:00,NULL,1,0
1,1,881,01.001.0157,105,26,115,,1,1,NULL,1.00,2007-10-15 10:43:00,NULL,1,0
3,1,882,03.001.0085,100,872,133,,11,11,NULL,1.00,2007-10-24 08:47:00,NULL,1,0
1,3,884,01.003.0179,206,874,16,,1,1,NULL,0.00,2007-11-12 09:46:00,NULL,1,0
1,3,885,01.003.0180,206,875,16,,1,1,NULL,0.00,2007-11-12 09:47:00,NULL,1,0
1,3,886,01.003.0181,206,876,16,,1,1,NULL,0.00,2007-11-12 09:47:00,NULL,1,0
1,3,887,01.003.0182,206,877,16,,1,1,NULL,0.00,2007-11-12 09:47:00,NULL,1,0
1,3,888,01.003.0183,206,878,16,,1,1,NULL,0.00,2007-11-12 09:48:00,NULL,1,0
1,3,889,01.003.0184,206,879,16,,1,1,NULL,0.00,2007-11-12 09:48:00,NULL,1,0
1,3,890,01.003.0185,206,880,16,,1,1,NULL,0.00,2007-11-12 09:49:00,NULL,1,0
3,1,891,03.001.0086,100,881,40,,11,11,NULL,2.00,2007-11-14 10:50:00,NULL,1,0
3,1,892,03.001.0087,100,882,40,,11,11,NULL,2.00,2007-11-14 10:50:00,NULL,1,0
4,1,893,04.001.0006,257,883,40,,1,1,NULL,2.00,2007-11-14 11:29:00,NULL,1,0
4,1,894,04.001.0007,258,883,40,,1,1,NULL,2.00,2007-11-14 11:30:00,NULL,1,0
4,1,895,04.001.0008,259,883,40,,1,1,NULL,2.00,2007-11-14 11:30:00,NULL,1,0
4,1,896,04.001.0009,260,883,40,,1,1,NULL,2.00,2007-11-14 11:30:00,NULL,1,0
4,1,897,04.001.0010,261,883,40,,8,8,NULL,1.00,2007-11-15 09:42:00,NULL,1,0
1,5,898,01.005.0248,85,884,98,,1,1,NULL,2.00,2007-11-16 10:20:00,NULL,1,0
1,5,899,01.005.0249,85,885,98,,1,1,NULL,2.00,2007-11-16 10:21:00,NULL,1,0
1,5,900,01.005.0250,85,886,98,,1,1,NULL,2.00,2007-11-16 10:22:00,NULL,1,0
1,5,901,01.005.0251,85,887,112,,1,1,NULL,2.00,2007-11-16 10:23:00,NULL,1,0
1,5,902,01.005.0252,85,888,98,,1,1,NULL,0.00,2007-11-16 10:23:00,NULL,1,0
1,5,903,01.005.0253,85,889,98,,1,1,NULL,2.00,2007-11-16 10:24:00,NULL,1,0
1,5,904,01.005.0254,262,890,92,,1,1,NULL,2.00,2007-11-16 10:25:00,NULL,1,1
1,5,905,01.005.0255,127,891,92,,1,1,NULL,2.00,2007-11-16 10:26:00,NULL,1,1
1,5,906,01.005.0256,85,892,98,,1,1,NULL,2.00,2007-11-16 10:26:00,NULL,1,0
1,5,907,01.005.0257,85,893,112,,1,1,NULL,2.00,2007-11-16 10:27:00,NULL,1,0
1,5,908,01.005.0258,85,894,112,,1,1,NULL,2.00,2007-11-16 10:27:00,NULL,1,0
1,5,909,01.005.0259,85,895,92,,1,1,NULL,1.00,2007-11-16 10:27:00,NULL,1,0
1,5,910,01.005.0260,173,896,22,,1,1,NULL,1.00,2007-11-16 10:28:00,NULL,1,1
1,5,911,01.005.0261,173,897,22,,1,1,NULL,1.00,2007-11-16 10:29:00,NULL,1,1
1,5,912,01.005.0262,173,898,22,,1,1,NULL,1.00,2007-11-16 10:29:00,NULL,1,1
1,3,913,01.003.0186,139,899,23,,1,1,NULL,2.00,2007-11-16 10:42:00,NULL,1,0
1,3,914,01.003.0187,139,900,23,,1,1,NULL,2.00,2007-11-16 10:43:00,NULL,1,0
1,3,915,01.003.0188,139,901,23,,1,1,NULL,2.00,2007-11-16 10:43:00,NULL,1,0
1,5,916,01.005.0263,173,902,77,,1,1,NULL,1.00,2007-11-20 09:54:00,NULL,1,1
2,1,917,02.001.0070,147,904,404,,11,11,NULL,1.00,2007-11-21 09:20:00,NULL,1,0
2,1,918,02.001.0071,263,903,192,,15,15,NULL,1.00,2007-11-21 09:20:00,NULL,1,0
1,3,919,01.003.0189,72,905,116,,1,1,NULL,1.00,2007-11-22 09:59:00,NULL,1,0
1,5,920,01.005.0264,239,906,40,,1,1,NULL,1.00,2007-11-23 09:52:00,NULL,1,1
1,5,921,01.005.0265,239,907,40,,1,1,NULL,1.00,2007-11-23 09:53:00,NULL,1,1
1,5,922,01.005.0266,168,908,34,,1,1,NULL,1.00,2007-11-23 09:53:00,NULL,1,0
1,3,923,01.003.0190,264,909,145,,1,1,NULL,1.00,2007-12-11 12:37:00,NULL,1,1
1,3,924,01.003.0191,264,910,145,,1,1,NULL,1.00,2007-12-11 12:38:00,NULL,1,1
1,3,925,01.003.0192,264,911,145,,1,1,NULL,1.00,2007-12-11 12:39:00,NULL,1,1
1,3,926,01.003.0193,264,912,145,,1,1,NULL,1.00,2007-12-11 12:39:00,NULL,1,1
1,3,927,01.003.0194,264,913,145,,1,1,NULL,1.00,2007-12-11 12:40:00,NULL,1,1
1,3,928,01.003.0195,264,914,145,,1,1,NULL,1.00,2007-12-11 12:41:00,NULL,1,1
3,1,929,03.001.0088,243,915,184,,1,1,NULL,1.00,2007-12-11 12:43:00,NULL,1,0
3,1,930,03.001.0089,243,916,184,,1,1,NULL,1.00,2007-12-11 12:43:00,NULL,1,0
1,3,931,01.003.0196,264,917,145,,1,1,NULL,1.00,2007-12-12 09:17:00,NULL,1,1
2,1,933,02.001.0072,83,920,194,,1,1,NULL,1.00,2008-01-04 12:45:00,NULL,1,0
2,1,934,02.001.0073,48,919,168,,1,1,NULL,1.00,2008-01-04 12:51:00,NULL,1,0
1,1,942,01.001.0159,37,927,72,,1,1,NULL,1.00,2008-01-21 10:21:00,NULL,1,0
3,1,944,03.001.0092,43,930,50,,1,1,NULL,1.00,2008-01-21 10:28:00,NULL,1,0
1,1,946,01.001.0160,11,932,72,,19,19,NULL,1.00,2008-01-29 09:40:00,NULL,1,1
1,1,949,01.001.0161,11,935,22,,8,8,NULL,5.00,2008-02-07 09:51:00,NULL,1,1
5,1,950,05.001.0027,83,936,200,,1,1,NULL,1.00,2008-02-08 10:42:00,NULL,1,0
3,1,951,03.001.0093,270,937,40,,11,11,NULL,1.00,2008-02-11 09:55:00,NULL,1,0
2,1,954,02.001.0075,101,306,4,,1,1,NULL,1.00,2008-02-12 10:29:00,NULL,1,0
4,2,955,04.002.0009,225,940,163,,1,1,NULL,2.00,2008-02-20 09:58:00,NULL,1,0
5,1,957,05.001.0028,272,942,7,,1,1,NULL,1.00,2008-03-17 10:55:00,NULL,1,0
1,5,958,01.005.0271,171,943,202,,1,1,NULL,1.00,2008-03-19 10:44:00,NULL,1,0
1,5,959,01.005.0272,273,944,40,,1,1,NULL,5.00,2008-03-20 11:25:00,NULL,1,1
1,5,963,01.005.0276,85,948,98,,1,1,NULL,1.00,2008-03-20 11:27:00,NULL,1,0
1,3,964,01.003.0197,274,949,1,,1,1,NULL,1.00,2008-03-25 12:31:00,NULL,1,0
4,1,965,04.001.0011,275,950,40,,1,1,NULL,1.00,2008-03-27 11:00:00,NULL,1,0
5,1,966,05.001.0029,277,951,203,,1,1,NULL,1.00,2008-03-31 10:33:00,NULL,1,0
1,1,967,01.001.0162,112,952,204,,1,1,NULL,10.00,2008-04-11 12:53:00,NULL,1,0
1,1,968,01.001.0163,38,953,72,,11,11,NULL,1.00,2008-04-14 10:16:00,NULL,1,0
1,1,971,01.001.0166,38,956,72,,11,11,NULL,1.00,2008-04-14 10:17:00,NULL,1,0
1,1,978,01.001.0173,37,1052,228,,10,10,NULL,1.00,2008-04-14 10:20:00,NULL,1,0
1,1,980,01.001.0175,317,1072,234,,15,15,NULL,3.00,2008-04-14 10:21:00,NULL,1,0
1,1,981,01.001.0176,11,1076,72,,19,19,NULL,1.00,2008-04-14 10:22:00,NULL,1,1
1,1,987,01.001.0182,105,1175,256,,1,1,NULL,1.00,2008-04-14 10:25:00,NULL,1,0
2,1,990,02.001.0077,278,960,40,,11,11,NULL,1.00,2008-04-17 10:26:00,NULL,1,0
1,1,993,01.001.0184,112,962,7,,1,1,NULL,1.00,2008-04-17 12:31:00,NULL,1,0
1,5,1000,01.005.0281,72,966,179,,1,1,NULL,1.00,2008-04-28 13:00:00,NULL,1,1
3,1,1008,03.001.0097,284,975,209,,1,1,NULL,1.00,2008-05-01 10:24:00,NULL,1,0
1,3,1010,01.003.0199,150,978,90,,13,13,NULL,1.00,2008-05-08 10:16:00,NULL,1,0
1,3,1015,01.003.0203,106,983,211,,1,1,NULL,1.00,2008-05-12 11:49:00,NULL,1,0
1,3,1016,01.003.0204,286,984,211,,16,16,NULL,1.00,2008-05-12 11:49:00,NULL,1,0
2,1,1019,02.001.0081,178,987,32,,19,19,NULL,1.00,2008-05-16 09:02:00,NULL,1,0
1,3,1021,01.003.0207,288,989,37,,10,10,NULL,1.00,2008-05-27 10:20:00,NULL,1,1
5,1,1025,05.001.0031,290,993,40,,1,1,NULL,1.00,2008-06-04 10:47:00,NULL,1,0
1,5,1031,01.005.0284,240,924,353,,1,1,NULL,1.00,2008-06-23 11:53:00,NULL,1,0
1,2,1032,01.002.0116,56,999,149,,15,15,NULL,1.00,2008-07-17 09:56:00,NULL,1,1
3,1,1037,03.001.0099,295,758,40,,20,20,NULL,1.00,2008-08-06 11:54:00,NULL,1,0
6,1,1044,06.001.0002,298,1948,216,,10,10,NULL,1.00,2008-08-12 11:28:00,NULL,1,0
1,5,1061,01.005.0288,131,1030,124,,1,1,NULL,10.00,2008-08-20 09:04:00,NULL,1,0
1,3,1063,01.003.0218,72,1032,40,,1,1,NULL,5.00,2008-08-25 11:46:00,NULL,1,0
1,5,1066,01.005.0290,307,1035,56,,1,1,NULL,2.00,2008-09-03 10:17:00,NULL,1,1
3,1,1068,03.001.0106,309,1037,40,,1,1,NULL,1.00,2008-09-11 09:58:00,NULL,1,0
6,1,1072,06.001.0008,300,1041,226,,15,15,NULL,1.00,2008-09-18 10:38:00,NULL,1,0
1,5,1073,01.005.0292,49,613,118,,1,1,NULL,1.00,2008-10-02 11:42:00,NULL,1,0
1,3,1074,01.003.0221,6,1045,1,,1,1,NULL,1.00,2008-10-13 10:45:00,NULL,1,1
3,1,1078,03.001.0110,310,1046,184,,1,1,NULL,1.00,2008-10-16 09:29:00,NULL,1,0
2,1,1081,02.001.0087,117,1115,137,,11,11,NULL,4.00,2008-12-09 13:00:00,NULL,1,0
1,3,1082,01.003.0222,5,1055,1,,1,1,NULL,1.00,2008-12-13 11:50:00,NULL,1,1
1,5,626,01.005.0168,201,631,36,,1,1,NULL,1.00,2006-10-13 09:44:00,NULL,1,0
1,5,627,01.005.0169,85,632,98,,1,1,NULL,1.00,2006-10-13 09:52:00,NULL,1,0
1,5,721,01.005.0192,226,721,165,,1,1,NULL,1.00,2007-02-28 09:29:00,NULL,1,0
3,1,751,03.001.0069,43,747,62,,1,1,NULL,1.00,2007-04-16 11:50:00,NULL,1,0
4,1,759,04.001.0005,208,752,40,,1,1,NULL,4.00,2007-04-23 11:08:00,NULL,1,0
1,5,766,01.005.0211,72,759,77,,1,1,NULL,1.00,2007-04-30 09:52:00,NULL,1,0
1,3,814,01.003.0143,241,807,182,,1,1,NULL,1.00,2007-06-22 10:08:00,NULL,1,1
1,3,815,01.003.0144,242,806,182,,16,16,NULL,1.00,2007-06-22 10:09:00,NULL,1,0
1,3,816,01.003.0145,206,808,16,,1,1,NULL,1.00,2007-06-22 12:11:00,NULL,1,0
1,3,817,01.003.0146,206,809,16,,1,1,NULL,1.00,2007-06-22 12:11:00,NULL,1,0
1,3,818,01.003.0147,206,810,16,,1,1,NULL,1.00,2007-06-22 12:12:00,NULL,1,0
1,3,819,01.003.0148,206,811,16,,1,1,NULL,1.00,2007-06-22 12:12:00,NULL,1,0
1,3,820,01.003.0149,206,812,16,,1,1,NULL,1.00,2007-06-22 12:13:00,NULL,1,0
1,3,821,01.003.0150,206,813,16,,1,1,NULL,1.00,2007-06-22 12:13:00,NULL,1,0
1,3,822,01.003.0151,206,814,16,,1,1,NULL,1.00,2007-06-22 12:14:00,NULL,1,0
1,3,823,01.003.0152,206,815,16,,1,1,NULL,1.00,2007-06-22 12:15:00,NULL,1,0
1,3,824,01.003.0153,206,816,16,,1,1,NULL,1.00,2007-06-22 12:16:00,NULL,1,0
1,3,825,01.003.0154,206,817,16,,1,1,NULL,1.00,2007-06-22 12:16:00,NULL,1,0
1,3,826,01.003.0155,206,818,16,,1,1,NULL,1.00,2007-06-22 12:17:00,NULL,1,0
1,3,827,01.003.0156,206,819,16,,1,1,NULL,1.00,2007-06-22 12:18:00,NULL,1,0
1,3,828,01.003.0157,206,820,16,,1,1,NULL,1.00,2007-06-22 12:18:00,NULL,1,0
1,3,829,01.003.0158,206,821,16,,1,1,NULL,1.00,2007-06-22 12:19:00,NULL,1,0
1,3,830,01.003.0159,206,822,16,,1,1,NULL,1.00,2007-06-22 12:20:00,NULL,1,0
1,3,831,01.003.0160,206,823,16,,1,1,NULL,1.00,2007-06-22 12:20:00,NULL,1,0
1,3,848,01.003.0169,235,840,109,,1,1,NULL,1.00,2007-08-15 11:09:00,NULL,1,0
1,3,849,01.003.0170,235,841,109,,1,1,NULL,1.00,2007-08-15 11:09:00,NULL,1,0
