siClasificacion,siSubClasificacion,iIdProducto,vCodigo,iNombre,iCaracteristica,iMarca,vModelo,siUnidadCompra,siUnidadConsumo,dStock,dCantidadMinima,dFechacreacion,dFechaUltimoMovimiento,bEstado,bEsdeConteo
1,3,1,01.003.0001,4,301,109,,1,1,NULL,2.00,2006-05-22 19:22:00,NULL,1,1
1,1,2,01.001.0001,130,338,72,,1,1,NULL,2.00,2006-05-22 19:23:00,NULL,0,0
1,1,3,01.001.0002,105,373,7,,1,1,NULL,2.00,2006-05-22 19:24:00,NULL,0,0
1,3,36,01.003.0034,115,364,13,,10,10,NULL,12.00,2006-05-22 20:08:00,NULL,1,0
1,3,37,01.003.0035,118,50,95,,1,1,NULL,1.00,2006-05-22 20:09:00,NULL,0,1
1,3,38,01.003.0036,118,77,1,,1,1,NULL,2.00,2006-05-22 20:10:00,NULL,1,1
1,3,39,01.003.0037,132,349,46,,1,1,NULL,1.00,2006-05-22 20:10:00,NULL,1,0
1,3,40,01.003.0038,132,350,77,,1,1,NULL,1.00,2006-05-22 20:11:00,NULL,1,0
1,3,41,01.003.0039,133,105,109,,1,1,NULL,2.00,2006-05-22 20:12:00,NULL,1,1
1,3,42,01.003.0040,135,91,109,,1,1,NULL,1.00,2006-05-22 20:12:00,NULL,1,1
1,3,43,01.003.0041,138,432,23,,1,1,NULL,1.00,2006-05-22 20:13:00,NULL,1,1
1,3,44,01.003.0042,138,433,23,,1,1,NULL,1.00,2006-05-22 20:14:00,NULL,1,1
1,3,45,01.003.0043,139,75,53,,1,1,NULL,2.00,2006-05-22 20:15:00,NULL,1,1
1,3,46,01.003.0044,139,552,23,,16,16,NULL,1.00,2006-05-22 20:15:00,NULL,1,1
1,3,47,01.003.0045,139,107,23,,1,1,NULL,10.00,2006-05-22 20:16:00,NULL,1,0
1,3,48,01.003.0046,139,108,23,,1,1,NULL,10.00,2006-05-22 20:17:00,NULL,1,0
1,3,49,01.003.0047,139,109,23,,1,1,NULL,10.00,2006-05-22 20:17:00,NULL,1,0
1,3,50,01.003.0048,139,110,23,,1,1,NULL,10.00,2006-05-22 20:18:00,NULL,1,0
1,3,51,01.003.0049,139,111,23,,1,1,NULL,10.00,2006-05-22 20:18:00,NULL,1,0
1,3,52,01.003.0050,139,112,23,,1,1,NULL,10.00,2006-05-22 20:18:00,NULL,1,0
1,3,53,01.003.0051,139,113,23,,1,1,NULL,10.00,2006-06-01 09:58:00,NULL,1,0
1,3,54,01.003.0052,139,114,23,,1,1,NULL,10.00,2006-06-01 10:01:00,NULL,1,0
1,3,55,01.003.0053,139,115,23,,16,16,NULL,2.00,2006-06-01 10:02:00,NULL,1,0
1,3,56,01.003.0054,139,116,1,,1,1,NULL,1.00,2006-06-01 10:02:00,NULL,1,1
1,3,57,01.003.0055,139,117,1,,1,1,NULL,1.00,2006-06-01 10:03:00,NULL,1,1
1,3,58,01.003.0056,139,118,1,,1,1,NULL,1.00,2006-06-01 10:04:00,NULL,1,1
1,3,59,01.003.0057,139,119,1,,1,1,NULL,1.00,2006-06-01 10:06:00,NULL,1,1
1,3,60,01.003.0058,139,120,1,,1,1,NULL,1.00,2006-06-01 10:07:00,NULL,1,1
1,3,61,01.003.0059,139,121,1,,1,1,NULL,1.00,2006-06-01 10:07:00,NULL,1,1
1,3,62,01.003.0060,139,122,1,,1,1,NULL,1.00,2006-06-01 10:08:00,NULL,1,1
1,3,63,01.003.0061,139,123,1,,1,1,NULL,1.00,2006-06-01 10:08:00,NULL,1,1
1,3,64,01.003.0062,139,124,1,,1,1,NULL,1.00,2006-06-01 10:09:00,NULL,1,1
1,3,65,01.003.0063,139,125,1,,1,1,NULL,1.00,2006-06-01 10:10:00,NULL,1,1
1,3,66,01.003.0064,139,126,109,,1,1,NULL,1.00,2006-06-01 10:11:00,NULL,1,1
1,3,67,01.003.0065,139,127,109,,1,1,NULL,2.00,2006-06-01 10:12:00,NULL,1,1
1,3,68,01.003.0066,139,128,109,,1,1,NULL,2.00,2006-06-01 10:12:00,NULL,1,1
1,3,69,01.003.0067,139,129,109,,1,1,NULL,2.00,2006-06-01 10:13:00,NULL,1,1
1,3,70,01.003.0068,139,130,109,,1,1,NULL,2.00,2006-06-01 10:14:00,NULL,1,1
1,3,71,01.003.0069,139,131,109,,1,1,NULL,2.00,2006-06-01 10:15:00,NULL,1,1
1,3,72,01.003.0070,139,132,109,,1,1,NULL,2.00,2006-06-01 10:15:00,NULL,1,1
1,3,73,01.003.0071,139,133,109,,1,1,NULL,2.00,2006-06-01 10:16:00,NULL,1,1
1,3,74,01.003.0072,139,134,109,,1,1,NULL,2.00,2006-06-01 10:17:00,NULL,1,1
1,3,75,01.003.0073,139,159,109,,1,1,NULL,2.00,2006-06-01 10:17:00,NULL,1,1
1,3,76,01.003.0074,140,169,91,,1,1,NULL,1.00,2006-06-01 10:18:00,NULL,1,0
1,3,77,01.003.0075,144,163,109,,1,1,NULL,2.00,2006-06-01 10:19:00,NULL,1,1
1,3,78,01.003.0076,145,168,1,,1,1,NULL,2.00,2006-06-01 10:20:00,NULL,1,1
1,3,79,01.003.0077,150,85,84,,13,13,NULL,1.00,2006-06-01 10:21:00,NULL,1,0
1,3,80,01.003.0078,150,86,310,,10,10,NULL,1.00,2006-06-01 10:22:00,NULL,1,0
1,5,81,01.005.0001,56,327,80,,1,1,NULL,2.00,2006-06-01 10:25:00,NULL,1,1
1,5,82,01.005.0002,119,352,30,,1,1,NULL,2.00,2006-06-01 10:26:00,NULL,1,0
1,5,83,01.005.0003,24,45,68,,1,1,NULL,2.00,2006-06-01 10:27:00,NULL,1,0
1,5,84,01.005.0004,97,80,85,,1,1,NULL,2.00,2006-06-01 10:28:00,NULL,1,1
1,5,85,01.005.0005,82,330,30,,1,1,NULL,2.00,2006-06-01 10:29:00,NULL,1,1
1,5,86,01.005.0006,106,184,121,,1,1,NULL,3.00,2006-06-01 10:29:00,NULL,1,0
1,5,87,01.005.0007,63,87,21,,1,1,NULL,2.00,2006-06-01 10:30:00,NULL,1,0
1,5,88,01.005.0008,96,363,110,,1,1,NULL,1.00,2006-06-01 10:31:00,NULL,1,1
1,5,89,01.005.0009,97,303,79,,1,1,NULL,2.00,2006-06-01 10:32:00,NULL,1,1
1,5,90,01.005.0010,80,44,35,,1,1,NULL,2.00,2006-06-01 10:33:00,NULL,1,1
1,5,91,01.005.0011,10,309,6,,10,10,NULL,2.00,2006-06-01 10:33:00,NULL,1,0
1,5,92,01.005.0012,10,308,71,,10,10,NULL,2.00,2006-06-01 10:34:00,NULL,1,0
1,5,93,01.005.0013,137,339,40,,1,1,NULL,5.00,2006-06-01 10:35:00,NULL,1,0
1,5,94,01.005.0014,29,185,90,,1,1,NULL,1.00,2006-06-01 10:36:00,NULL,1,1
1,5,95,01.005.0015,110,81,357,,1,1,NULL,50.00,2006-06-01 10:37:00,NULL,1,0
1,5,96,01.005.0016,94,104,48,,1,1,NULL,10.00,2006-06-01 10:38:00,NULL,1,0
1,5,97,01.005.0017,94,103,302,,1,1,NULL,10.00,2006-06-01 10:39:00,NULL,1,0
1,5,98,01.005.0018,15,369,99,,1,1,NULL,1.00,2006-06-01 10:40:00,NULL,1,0
1,5,99,01.005.0019,12,176,64,,1,1,NULL,2.00,2006-06-01 10:41:00,NULL,1,1
1,5,100,01.005.0020,12,179,308,,1,1,NULL,1.00,2006-06-01 10:42:00,NULL,1,1
1,5,101,01.005.0021,12,178,47,,1,1,NULL,1.00,2006-06-01 10:43:00,NULL,1,1
1,5,102,01.005.0022,14,295,93,,1,1,NULL,1.00,2006-06-01 10:44:00,NULL,1,1
1,5,103,01.005.0023,90,488,40,,8,8,NULL,10.00,2006-06-01 10:45:00,NULL,1,1
1,5,104,01.005.0024,66,299,101,,1,1,NULL,10.00,2006-06-01 10:46:00,NULL,1,0
1,5,105,01.005.0025,66,300,101,,1,1,NULL,10.00,2006-06-01 10:46:00,NULL,1,0
1,5,106,01.005.0026,62,90,101,,1,1,NULL,10.00,2006-06-01 10:47:00,NULL,1,0
1,5,107,01.005.0027,81,140,39,,1,1,NULL,2.00,2006-06-01 10:48:00,NULL,1,1
1,5,108,01.005.0028,81,140,101,,1,1,NULL,2.00,2006-06-01 10:48:00,NULL,1,1
1,5,109,01.005.0029,50,1,41,,1,1,NULL,10.00,2006-06-01 10:49:00,NULL,1,1
1,5,110,01.005.0030,50,370,41,,1,1,NULL,10.00,2006-06-01 10:50:00,NULL,1,1
1,5,111,01.005.0031,76,100,152,,1,1,NULL,10.00,2006-06-01 10:50:00,NULL,1,0
1,5,112,01.005.0032,76,489,69,,1,1,NULL,2.00,2006-06-01 10:51:00,NULL,1,0
1,5,113,01.005.0033,99,148,57,,1,1,NULL,10.00,2006-06-01 10:51:00,NULL,1,0
1,5,114,01.005.0034,87,88,18,,1,1,NULL,1.00,2006-06-01 10:52:00,NULL,1,0
1,5,115,01.005.0035,3,315,40,,1,1,NULL,5.00,2006-06-01 10:53:00,NULL,1,0
1,5,116,01.005.0036,3,316,40,,1,1,NULL,5.00,2006-06-01 10:54:00,NULL,1,0
1,5,117,01.005.0037,3,318,40,,1,1,NULL,5.00,2006-06-01 10:54:00,NULL,1,0
1,5,118,01.005.0038,29,490,34,,1,1,NULL,2.00,2006-06-01 10:55:00,NULL,1,1
1,5,119,01.005.0039,12,177,47,,1,1,NULL,1.00,2006-06-01 10:56:00,NULL,1,1
1,5,120,01.005.0040,29,227,34,,1,1,NULL,2.00,2006-06-01 10:57:00,NULL,1,1
1,5,121,01.005.0041,3,317,40,,1,1,NULL,5.00,2006-06-01 10:57:00,NULL,1,0
1,5,122,01.005.0042,3,314,40,,1,1,NULL,5.00,2006-06-01 10:58:00,NULL,1,0
1,5,123,01.005.0043,3,319,40,,1,1,NULL,5.00,2006-06-01 10:59:00,NULL,1,0
1,5,124,01.005.0044,89,312,103,,1,1,NULL,2.00,2006-06-01 10:59:00,NULL,1,0
1,5,125,01.005.0045,34,339,40,,1,1,NULL,5.00,2006-06-01 11:00:00,NULL,1,0
1,5,126,01.005.0046,63,355,40,,1,1,NULL,2.00,2006-06-01 11:01:00,NULL,1,0
1,5,127,01.005.0047,127,354,40,,1,1,NULL,2.00,2006-06-01 11:02:00,NULL,1,0
1,5,128,01.005.0048,125,357,40,,1,1,NULL,2.00,2006-06-01 11:03:00,NULL,1,0
1,5,129,01.005.0049,125,356,40,,1,1,NULL,2.00,2006-06-01 11:04:00,NULL,1,0
1,5,130,01.005.0050,125,357,58,,1,1,NULL,2.00,2006-06-01 11:05:00,NULL,1,0
1,5,131,01.005.0051,120,353,22,,1,1,NULL,1.00,2006-06-01 11:05:00,NULL,1,0
1,5,132,01.005.0052,72,302,40,,1,1,NULL,1.00,2006-06-01 11:06:00,NULL,1,0
1,5,133,01.005.0053,72,305,40,,1,1,NULL,1.00,2006-06-01 11:07:00,NULL,1,0
1,5,134,01.005.0054,72,304,40,,1,1,NULL,1.00,2006-06-01 11:08:00,NULL,1,0
1,5,135,01.005.0055,22,491,1,,1,1,NULL,2.00,2006-06-01 11:08:00,NULL,1,0
1,5,136,01.005.0056,21,492,1,,10,10,NULL,2.00,2006-06-01 11:09:00,NULL,1,0
1,5,137,01.005.0057,131,332,23,,1,1,NULL,10.00,2006-06-01 11:10:00,NULL,1,0
1,5,138,01.005.0058,50,51,40,,1,1,NULL,1.00,2006-06-01 11:10:00,NULL,1,1
1,5,139,01.005.0059,92,144,40,,1,1,NULL,1.00,2006-06-01 11:11:00,NULL,1,0
1,5,140,01.005.0060,155,97,1,,1,1,NULL,1.00,2006-06-01 11:11:00,NULL,1,0
1,5,141,01.005.0061,23,398,101,,1,1,NULL,2.00,2006-06-01 11:12:00,NULL,1,1
1,5,142,01.005.0062,23,142,429,,1,1,NULL,2.00,2006-06-01 11:13:00,NULL,1,1
1,5,143,01.005.0063,94,261,75,,1,1,NULL,2.00,2006-06-01 11:13:00,NULL,1,0
1,5,144,01.005.0064,94,260,75,,1,1,NULL,10.00,2006-06-01 11:14:00,NULL,1,0
1,5,145,01.005.0065,94,259,75,,1,1,NULL,100.00,2006-06-01 11:15:00,NULL,1,0
1,5,146,01.005.0066,21,372,95,,1,1,NULL,10.00,2006-06-01 11:16:00,NULL,1,0
1,3,4,01.003.0002,8,348,109,,1,1,NULL,2.00,2006-05-22 19:25:00,NULL,1,1
1,3,5,01.003.0003,5,141,102,,1,1,NULL,2.00,2006-05-22 19:27:00,NULL,1,0
1,3,6,01.003.0004,7,347,109,,1,1,NULL,2.00,2006-05-22 19:28:00,NULL,0,0
1,3,7,01.003.0005,8,351,23,,1,1,NULL,2.00,2006-05-22 19:30:00,NULL,1,1
1,3,8,01.003.0006,17,322,100,,1,1,NULL,2.00,2006-05-22 19:31:00,NULL,1,0
1,3,9,01.003.0007,19,49,8,,1,1,NULL,10.00,2006-05-22 19:32:00,NULL,0,0
1,3,10,01.003.0008,19,49,15,,10,10,NULL,1.00,2006-05-22 19:33:00,NULL,0,0
1,3,11,01.003.0009,25,358,40,,1,1,NULL,1.00,2006-05-22 19:33:00,NULL,1,0
1,3,12,01.003.0010,25,359,40,,1,1,NULL,1.00,2006-05-22 19:34:00,NULL,1,0
1,3,13,01.003.0011,32,161,17,,1,1,NULL,1.00,2006-05-22 19:35:00,NULL,1,1
1,3,14,01.003.0012,35,135,23,,1,1,NULL,1.00,2006-05-22 19:35:00,NULL,1,1
1,3,15,01.003.0013,36,241,5,,1,1,NULL,2.00,2006-05-22 19:36:00,NULL,1,1
1,3,16,01.003.0014,245,242,30,,1,1,NULL,2.00,2006-05-22 19:37:00,NULL,1,1
1,3,17,01.003.0015,45,150,37,,1,1,NULL,2.00,2006-05-22 19:37:00,NULL,1,1
1,3,18,01.003.0016,45,152,37,,1,1,NULL,2.00,2006-05-22 19:43:00,NULL,1,1
1,3,19,01.003.0017,45,320,1,,1,1,NULL,2.00,2006-05-22 19:44:00,NULL,1,1
1,3,20,01.003.0018,45,321,1,,1,1,NULL,2.00,2006-05-22 19:44:00,NULL,1,1
1,3,21,01.003.0019,45,345,5,,1,1,NULL,2.00,2006-05-22 19:46:00,NULL,1,1
1,3,22,01.003.0020,45,346,5,,1,1,NULL,2.00,2006-05-22 19:46:00,NULL,1,1
1,3,23,01.003.0021,45,434,145,,16,16,NULL,1.00,2006-05-22 19:49:00,NULL,1,1
1,3,24,01.003.0022,46,147,23,,1,1,NULL,2.00,2006-05-22 19:51:00,NULL,1,1
1,3,25,01.003.0023,46,151,1,,1,1,NULL,1.00,2006-05-22 19:52:00,NULL,1,1
1,3,26,01.003.0024,46,344,1,,1,1,NULL,1.00,2006-05-22 19:53:00,NULL,1,1
1,3,27,01.003.0025,47,53,23,,1,1,NULL,1.00,2006-05-22 19:54:00,NULL,1,1
1,3,28,01.003.0026,68,98,95,,1,1,NULL,1.00,2006-05-22 19:57:00,NULL,1,0
1,3,29,01.003.0027,72,1960,167,,1,1,NULL,1.00,2006-05-22 19:58:00,NULL,1,0
1,3,30,01.003.0028,72,436,96,,1,1,NULL,1.00,2006-05-22 19:59:00,NULL,1,0
1,3,31,01.003.0029,81,164,109,,10,10,NULL,1.00,2006-05-22 20:00:00,NULL,1,1
1,3,32,01.003.0030,91,329,109,,1,1,NULL,1.00,2006-05-22 20:01:00,NULL,1,1
1,3,33,01.003.0031,95,153,109,,1,1,NULL,2.00,2006-05-22 20:01:00,NULL,1,1
1,3,34,01.003.0032,95,298,36,,1,1,NULL,2.00,2006-05-22 20:02:00,NULL,1,1
1,3,35,01.003.0033,106,337,90,,11,11,NULL,1.00,2006-05-22 20:03:00,NULL,1,0
1,5,147,01.005.0067,21,371,95,,1,1,NULL,2.00,2006-06-01 11:17:00,NULL,1,0
1,5,148,01.005.0068,21,156,74,,1,1,NULL,2.00,2006-06-01 11:17:00,NULL,1,0
1,5,149,01.005.0069,10,311,54,,10,10,NULL,2.00,2006-06-01 11:18:00,NULL,1,0
1,5,150,01.005.0070,10,310,95,,1,1,NULL,2.00,2006-06-01 11:19:00,NULL,1,0
1,5,151,01.005.0071,141,165,59,,16,16,NULL,1.00,2006-06-01 11:19:00,NULL,1,1
1,5,152,01.005.0072,10,493,75,,10,10,NULL,2.00,2006-06-01 11:20:00,NULL,1,0
1,5,153,01.005.0073,10,493,25,,1,1,NULL,2.00,2006-06-01 11:21:00,NULL,1,0
1,5,154,01.005.0074,128,180,1,,1,1,NULL,2.00,2006-06-01 11:22:00,NULL,1,1
1,5,155,01.005.0075,113,342,78,,1,1,NULL,1.00,2006-06-01 11:23:00,NULL,1,1
1,2,262,01.002.0004,59,286,23,,1,1,NULL,2.00,2006-06-02 11:01:00,NULL,1,0
1,2,263,01.002.0005,59,287,23,,1,1,NULL,2.00,2006-06-02 11:02:00,NULL,1,0
1,2,264,01.002.0006,59,288,23,,1,1,NULL,2.00,2006-06-02 11:04:00,NULL,1,0
1,2,265,01.002.0007,59,289,23,,1,1,NULL,2.00,2006-06-02 11:05:00,NULL,1,0
1,2,266,01.002.0008,59,290,23,,1,1,NULL,2.00,2006-06-02 11:08:00,NULL,1,0
1,2,267,01.002.0009,59,291,23,,1,1,NULL,2.00,2006-06-02 11:09:00,NULL,1,0
1,2,268,01.002.0010,59,550,23,,1,1,NULL,2.00,2006-06-02 11:10:00,NULL,1,0
1,2,269,01.002.0011,59,280,23,,1,1,NULL,2.00,2006-06-02 11:11:00,NULL,1,0
1,2,270,01.002.0012,59,281,23,,1,1,NULL,2.00,2006-06-02 11:12:00,NULL,1,0
1,2,271,01.002.0013,59,282,23,,1,1,NULL,2.00,2006-06-02 11:14:00,NULL,1,0
1,2,272,01.002.0014,59,283,23,,1,1,NULL,2.00,2006-06-02 11:15:00,NULL,1,0
1,2,273,01.002.0015,59,284,23,,1,1,NULL,2.00,2006-06-02 11:15:00,NULL,1,0
1,2,274,01.002.0016,59,285,23,,1,1,NULL,2.00,2006-06-02 11:16:00,NULL,1,0
1,2,275,01.002.0017,59,438,23,,1,1,NULL,2.00,2006-06-02 11:17:00,NULL,1,0
1,2,276,01.002.0018,59,274,23,,1,1,NULL,2.00,2006-06-02 11:18:00,NULL,1,0
1,2,277,01.002.0019,59,275,23,,1,1,NULL,2.00,2006-06-02 11:19:00,NULL,1,0
1,2,278,01.002.0020,59,276,23,,1,1,NULL,2.00,2006-06-02 11:20:00,NULL,1,0
1,2,279,01.002.0021,59,277,23,,1,1,NULL,2.00,2006-06-02 11:21:00,NULL,1,0
1,2,280,01.002.0022,59,278,23,,1,1,NULL,2.00,2006-06-02 11:22:00,NULL,1,0
1,2,281,01.002.0023,59,279,40,,1,1,NULL,2.00,2006-06-02 11:22:00,NULL,1,0
1,2,282,01.002.0024,60,69,51,,1,1,NULL,2.00,2006-06-02 11:23:00,NULL,1,0
1,2,283,01.002.0025,60,68,51,,1,1,NULL,2.00,2006-06-02 11:25:00,NULL,1,0
1,2,284,01.002.0026,60,409,23,,1,1,NULL,2.00,2006-06-02 11:25:00,NULL,1,0
1,2,285,01.002.0027,60,410,23,,1,1,NULL,2.00,2006-06-02 11:26:00,NULL,1,0
1,2,286,01.002.0028,60,411,23,,1,1,NULL,2.00,2006-06-02 11:27:00,NULL,1,0
1,2,287,01.002.0029,60,412,23,,1,1,NULL,2.00,2006-06-02 11:27:00,NULL,1,0
1,2,288,01.002.0030,60,413,23,,1,1,NULL,2.00,2006-06-02 11:28:00,NULL,1,0
1,2,289,01.002.0031,60,414,23,,1,1,NULL,2.00,2006-06-02 11:29:00,NULL,1,0
1,2,290,01.002.0032,60,415,23,,1,1,NULL,2.00,2006-06-02 11:29:00,NULL,1,0
1,2,291,01.002.0033,60,416,23,,1,1,NULL,2.00,2006-06-02 11:30:00,NULL,1,0
1,2,292,01.002.0034,60,417,23,,1,1,NULL,2.00,2006-06-02 11:31:00,NULL,1,0
1,2,293,01.002.0035,60,418,23,,1,1,NULL,2.00,2006-06-02 11:32:00,NULL,1,0
1,2,294,01.002.0036,60,419,23,,1,1,NULL,2.00,2006-06-02 11:33:00,NULL,1,0
1,2,295,01.002.0037,60,420,23,,1,1,NULL,2.00,2006-06-02 11:33:00,NULL,1,0
1,2,296,01.002.0038,59,268,23,,1,1,NULL,1.00,2006-06-02 11:34:00,NULL,1,0
1,2,297,01.002.0039,59,269,23,,1,1,NULL,1.00,2006-06-02 11:35:00,NULL,1,0
1,2,298,01.002.0040,59,270,23,,1,1,NULL,1.00,2006-06-02 11:36:00,NULL,1,0
1,2,299,01.002.0041,59,271,23,,1,1,NULL,1.00,2006-06-02 11:36:00,NULL,1,0
1,2,300,01.002.0042,59,272,23,,1,1,NULL,1.00,2006-06-02 11:37:00,NULL,1,0
1,2,301,01.002.0043,59,273,23,,1,1,NULL,1.00,2006-06-02 11:38:00,NULL,1,0
1,2,302,01.002.0044,74,374,23,,1,1,NULL,1.00,2006-06-02 11:38:00,NULL,1,0
1,2,303,01.002.0045,143,421,105,,1,1,NULL,1.00,2006-06-02 11:40:00,NULL,1,1
1,2,304,01.002.0046,159,167,101,,1,1,NULL,1.00,2006-06-02 11:41:00,NULL,1,1
1,2,305,01.002.0047,154,403,63,,1,1,NULL,1.00,2006-06-02 11:41:00,NULL,1,0
1,2,306,01.002.0048,107,145,23,,1,1,NULL,2.00,2006-06-02 11:42:00,NULL,1,0
1,2,307,01.002.0049,160,139,23,,1,1,NULL,2.00,2006-06-03 10:14:00,NULL,1,0
1,2,308,01.002.0050,160,136,23,,1,1,NULL,2.00,2006-06-03 10:15:00,NULL,1,0
1,2,309,01.002.0051,160,590,23,,1,1,NULL,2.00,2006-06-03 10:16:00,NULL,1,0
1,2,310,01.002.0052,160,137,23,,1,1,NULL,2.00,2006-06-03 10:17:00,NULL,1,0
1,2,311,01.002.0053,161,61,63,,1,1,NULL,2.00,2006-06-03 10:18:00,NULL,1,0
1,2,312,01.002.0054,161,59,84,,1,1,NULL,2.00,2006-06-03 10:18:00,NULL,1,0
1,2,313,01.002.0055,161,60,84,,1,1,NULL,2.00,2006-06-03 10:19:00,NULL,1,0
1,2,314,01.002.0056,161,67,84,,1,1,NULL,2.00,2006-06-03 10:19:00,NULL,1,0
1,2,315,01.002.0057,161,65,84,,1,1,NULL,2.00,2006-06-03 10:20:00,NULL,1,0
1,2,316,01.002.0058,161,63,84,,1,1,NULL,2.00,2006-06-03 10:22:00,NULL,1,0
1,2,317,01.002.0059,161,64,84,,1,1,NULL,2.00,2006-06-03 10:23:00,NULL,1,0
1,2,318,01.002.0060,161,66,84,,1,1,NULL,2.00,2006-06-03 10:23:00,NULL,1,0
1,2,319,01.002.0061,161,5,84,,1,1,NULL,2.00,2006-06-03 10:24:00,NULL,1,0
1,2,320,01.002.0062,161,23,27,,1,1,NULL,2.00,2006-06-03 10:25:00,NULL,1,0
1,2,321,01.002.0063,161,10,27,,1,1,NULL,2.00,2006-06-03 10:25:00,NULL,1,0
1,2,322,01.002.0064,161,12,27,,1,1,NULL,1.00,2006-06-03 10:26:00,NULL,1,0
1,2,323,01.002.0065,161,21,23,,1,1,NULL,2.00,2006-06-03 10:26:00,NULL,1,0
1,2,324,01.002.0066,161,23,23,,1,1,NULL,2.00,2006-06-03 10:27:00,NULL,1,0
1,2,325,01.002.0067,161,2,23,,1,1,NULL,2.00,2006-06-03 10:28:00,NULL,1,0
1,2,326,01.002.0068,161,4,23,,1,1,NULL,2.00,2006-06-03 10:29:00,NULL,1,0
1,2,327,01.002.0069,161,10,23,,1,1,NULL,2.00,2006-06-03 10:30:00,NULL,1,0
1,2,328,01.002.0070,161,12,23,,1,1,NULL,2.00,2006-06-03 10:30:00,NULL,1,0
1,2,329,01.002.0071,161,14,23,,1,1,NULL,2.00,2006-06-03 10:31:00,NULL,1,0
1,2,330,01.002.0072,161,16,23,,1,1,NULL,2.00,2006-06-03 10:32:00,NULL,1,0
1,2,331,01.002.0073,161,17,23,,1,1,NULL,2.00,2006-06-03 10:32:00,NULL,1,0
1,2,332,01.002.0074,161,22,23,,1,1,NULL,2.00,2006-06-03 10:33:00,NULL,1,0
1,2,333,01.002.0075,161,24,23,,1,1,NULL,2.00,2006-06-03 10:33:00,NULL,1,0
1,2,334,01.002.0076,161,5,23,,1,1,NULL,2.00,2006-06-03 10:34:00,NULL,1,0
1,5,156,01.005.0076,18,343,1,,1,1,NULL,1.00,2006-06-02 08:50:00,NULL,1,1
1,5,157,01.005.0077,85,422,98,,1,1,NULL,2.00,2006-06-02 08:51:00,NULL,1,0
1,5,158,01.005.0078,85,431,112,,1,1,NULL,2.00,2006-06-02 08:52:00,NULL,1,0
1,5,159,01.005.0079,85,427,112,,1,1,NULL,2.00,2006-06-02 08:53:00,NULL,1,0
1,5,160,01.005.0080,85,494,112,,1,1,NULL,2.00,2006-06-02 08:53:00,NULL,1,0
1,5,161,01.005.0081,85,426,98,,1,1,NULL,2.00,2006-06-02 08:54:00,NULL,1,0
1,5,162,01.005.0082,85,428,112,,1,1,NULL,2.00,2006-06-02 08:55:00,NULL,1,0
1,5,163,01.005.0083,85,429,40,,1,1,NULL,2.00,2006-06-02 08:56:00,NULL,1,0
1,5,164,01.005.0084,85,423,98,,1,1,NULL,2.00,2006-06-02 08:56:00,NULL,1,0
1,5,165,01.005.0085,85,430,112,,1,1,NULL,2.00,2006-06-02 08:57:00,NULL,1,0
1,5,166,01.005.0086,85,240,77,,1,1,NULL,2.00,2006-06-02 08:58:00,NULL,1,0
1,5,167,01.005.0087,122,263,59,,1,1,NULL,2.00,2006-06-02 08:58:00,NULL,1,0
1,5,168,01.005.0088,85,425,98,,1,1,NULL,2.00,2006-06-02 08:59:00,NULL,1,0
1,5,169,01.005.0089,85,424,23,,1,1,NULL,2.00,2006-06-02 09:00:00,NULL,1,0
1,5,170,01.005.0090,85,238,98,,1,1,NULL,2.00,2006-06-02 09:01:00,NULL,1,0
1,5,171,01.005.0091,85,237,98,,1,1,NULL,2.00,2006-06-02 09:03:00,NULL,1,0
1,5,172,01.005.0092,85,239,23,,1,1,NULL,2.00,2006-06-02 09:04:00,NULL,1,0
1,5,173,01.005.0093,77,162,33,,1,1,NULL,2.00,2006-06-02 09:04:00,NULL,1,1
1,5,174,01.005.0094,109,170,23,,1,1,NULL,1.00,2006-06-02 09:05:00,NULL,1,1
3,1,175,03.001.0001,26,183,52,,1,1,NULL,2.00,2006-06-02 09:10:00,NULL,1,0
3,1,176,03.001.0002,26,183,9,,1,1,NULL,2.00,2006-06-02 09:11:00,NULL,1,0
3,1,177,03.001.0003,26,1634,52,,1,1,NULL,2.00,2006-06-02 09:12:00,NULL,1,0
3,1,178,03.001.0004,134,335,55,,11,11,NULL,2.00,2006-06-02 09:13:00,NULL,1,0
3,1,179,03.001.0005,134,2279,259,,11,11,NULL,1.00,2006-06-02 09:14:00,NULL,1,0
3,1,180,03.001.0006,151,42,40,,1,1,NULL,1.00,2006-06-02 09:14:00,NULL,1,0
3,1,181,03.001.0007,42,79,40,,1,1,NULL,10.00,2006-06-02 09:15:00,NULL,1,0
3,1,182,03.001.0008,516,226,87,,1,1,NULL,1.00,2006-06-02 09:16:00,NULL,1,0
3,1,183,03.001.0009,100,72,61,,1,1,NULL,10.00,2006-06-02 09:17:00,NULL,1,0
3,1,184,03.001.0010,100,71,76,,1,1,NULL,10.00,2006-06-02 09:18:00,NULL,1,0
3,1,185,03.001.0011,158,232,4,,10,10,NULL,10.00,2006-06-02 09:19:00,NULL,1,0
3,1,186,03.001.0012,57,175,4,,10,10,NULL,1.00,2006-06-02 09:20:00,NULL,1,0
3,1,187,03.001.0013,54,367,97,,1,1,NULL,1.00,2006-06-02 09:21:00,NULL,1,0
3,1,188,03.001.0014,103,57,31,,1,1,NULL,2.00,2006-06-02 09:21:00,NULL,1,0
